Not-organelle-targeted	Organelle-targeted	Organelle-targeted_Interacting	Organelle-targeted_Non-interacting	Enzyme_Complexes	Mitochondria-targeted	Plastid-targeted	Mitochondria-targeted_Interacting	Mitochondria-targeted_Non-interacting	Mitochondria_Enzyme_Complexes	Plastid-targeted_Interacting	Plastid-targeted_Non-interacting	Plastid_Enzyme_Complexes	mt-DNA_RRR	mt-Mito_TAT	mt-Mitoribosome	mt-Mitoribosome;Large_Subunit	mt-Mitoribosome;Small_Subunit	mt-OXPHOS	mt-OXPHOS;Complex_I	mt-OXPHOS;Complex_III	mt-OXPHOS;Complex_IV	mt-OXPHOS;Complex_V	mt-PPR	mt-Transcription_and_Transcript_Maturation	mt-Transcription_and_Transcript_Maturation;Intron_Splicing	mt-Transcription_and_Transcript_Maturation;RNA_Polymerase	mt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	mt-Transcription_and_Transcript_Maturation;mTERF	mt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	mt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	mt-tRNA_Aminoacylation	pt-ACCase	pt-CLP	pt-Chlororibosome	pt-Chlororibosome;Large_Subunit	pt-Chlororibosome;Small_Subunit	pt-DNA_RRR	pt-PPR	pt-Photosynthesis	pt-Photosynthesis;ATP_Synthase	pt-Photosynthesis;Cytochrome_b6f	pt-Photosynthesis;NDH	pt-Photosynthesis;PSI	pt-Photosynthesis;PSII	pt-Photosynthesis;Rubisco	pt-Transcription_and_Transcript_Maturation	pt-Transcription_and_Transcript_Maturation;Intron_Splicing	pt-Transcription_and_Transcript_Maturation;RNA_Polymerase	pt-Transcription_and_Transcript_Maturation;Sigma_Factor	pt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	pt-Transcription_and_Transcript_Maturation;mTERF	pt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	pt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	pt-tRNA_Aminoacylation
Cpallidicaule_CP012918	Cpallidicaule_CP012985	Cpallidicaule_CP013205	Cpallidicaule_CP012995	Cpallidicaule_CP016621	Cpallidicaule_CP012991	Cpallidicaule_CP012999	Cpallidicaule_CP013227	Cpallidicaule_CP013054	Cpallidicaule_CP016621	Cpallidicaule_CP013438	Cpallidicaule_CP013035	Cpallidicaule_CP000064	Cpallidicaule_CP008589		Cpallidicaule_CP016621	Cpallidicaule_CP012334	Cpallidicaule_CP011747	Cpallidicaule_CP015611	Cpallidicaule_CP016616		Cpallidicaule_CP021312		Cpallidicaule_CP014022	Cpallidicaule_CP010689							Cpallidicaule_CP007848		Cpallidicaule_CP001831	Cpallidicaule_CP017214	Cpallidicaule_CP012023	Cpallidicaule_CP021244	Cpallidicaule_CP001567	Cpallidicaule_CP014701	Cpallidicaule_CP016330			Cpallidicaule_CP003068	Cpallidicaule_CP019538	Cpallidicaule_CP006401		Cpallidicaule_CP016488					Cpallidicaule_CP006788		Cpallidicaule_CP004090	Cpallidicaule_CP007848	
Cpallidicaule_CP012919	Cpallidicaule_CP012987	Cpallidicaule_CP013220	Cpallidicaule_CP012999	Cpallidicaule_CP016934	Cpallidicaule_CP012995	Cpallidicaule_CP013035	Cpallidicaule_CP013391	Cpallidicaule_CP013065	Cpallidicaule_CP016934	Cpallidicaule_CP013496	Cpallidicaule_CP013037	Cpallidicaule_CP000332	Cpallidicaule_CP009288		Cpallidicaule_CP016934	Cpallidicaule_CP012872	Cpallidicaule_CP008624	Cpallidicaule_CP015693	Cpallidicaule_CP016744				Cpallidicaule_CP014131	Cpallidicaule_CP010893							Cpallidicaule_CP008865		Cpallidicaule_CP004536	Cpallidicaule_CP017441	Cpallidicaule_CP012236	Cpallidicaule_CP021651	Cpallidicaule_CP002369	Cpallidicaule_CP014702	Cpallidicaule_CP016734			Cpallidicaule_CP003910	Cpallidicaule_CP020071	Cpallidicaule_CP006817		Cpallidicaule_CP016786					Cpallidicaule_CP021562		Cpallidicaule_CP005435	Cpallidicaule_CP008865	
Cpallidicaule_CP012920	Cpallidicaule_CP012990	Cpallidicaule_CP013222	Cpallidicaule_CP013035	Cpallidicaule_CP017017	Cpallidicaule_CP013037	Cpallidicaule_CP013037	Cpallidicaule_CP013628	Cpallidicaule_CP013072	Cpallidicaule_CP017017	Cpallidicaule_CP013652	Cpallidicaule_CP013054	Cpallidicaule_CP000915	Cpallidicaule_CP010318		Cpallidicaule_CP017017	Cpallidicaule_CP008140	Cpallidicaule_CP008834	Cpallidicaule_CP015811	Cpallidicaule_CP010680				Cpallidicaule_CP014238	Cpallidicaule_CP012238							Cpallidicaule_CP009975		Cpallidicaule_CP006779	Cpallidicaule_CP010397	Cpallidicaule_CP009398		Cpallidicaule_CP002994	Cpallidicaule_CP014834	Cpallidicaule_CP016782			Cpallidicaule_CP003963	Cpallidicaule_CP007147			Cpallidicaule_CP017043					Cpallidicaule_CP021572		Cpallidicaule_CP019384	Cpallidicaule_CP009975	
Cpallidicaule_CP012921	Cpallidicaule_CP012991	Cpallidicaule_CP013227	Cpallidicaule_CP013037	Cpallidicaule_CP017197	Cpallidicaule_CP013049	Cpallidicaule_CP013054	Cpallidicaule_CP013693	Cpallidicaule_CP013109	Cpallidicaule_CP017197	Cpallidicaule_CP014110	Cpallidicaule_CP013065	Cpallidicaule_CP000920	Cpallidicaule_CP000930		Cpallidicaule_CP017197	Cpallidicaule_CP008276	Cpallidicaule_CP008953	Cpallidicaule_CP016115	Cpallidicaule_CP010857				Cpallidicaule_CP014293	Cpallidicaule_CP008930							Cpallidicaule_CP000284		Cpallidicaule_CP007283	Cpallidicaule_CP011529	Cpallidicaule_CP009549		Cpallidicaule_CP003005	Cpallidicaule_CP014837	Cpallidicaule_CP017198			Cpallidicaule_CP004882	Cpallidicaule_CP021243			Cpallidicaule_CP017174								Cpallidicaule_CP000284	
Cpallidicaule_CP012922	Cpallidicaule_CP012995	Cpallidicaule_CP013353	Cpallidicaule_CP013049	Cpallidicaule_CP017441	Cpallidicaule_CP013054	Cpallidicaule_CP013065	Cpallidicaule_CP013722	Cpallidicaule_CP013110	Cpallidicaule_CP017441	Cpallidicaule_CP014170	Cpallidicaule_CP013066	Cpallidicaule_CP001831	Cpallidicaule_CP001567		Cpallidicaule_CP017441	Cpallidicaule_CP008673	Cpallidicaule_CP009582	Cpallidicaule_CP016159	Cpallidicaule_CP010904				Cpallidicaule_CP014399	Cpallidicaule_CP009131							Cpallidicaule_CP000441		Cpallidicaule_CP021552	Cpallidicaule_CP011615	Cpallidicaule_CP009914		Cpallidicaule_CP003701	Cpallidicaule_CP015120	Cpallidicaule_CP017199			Cpallidicaule_CP005083				Cpallidicaule_CP010479								Cpallidicaule_CP000441	
Cpallidicaule_CP012923	Cpallidicaule_CP012999	Cpallidicaule_CP013391	Cpallidicaule_CP013054	Cpallidicaule_CP010393	Cpallidicaule_CP013065	Cpallidicaule_CP013066	Cpallidicaule_CP013780	Cpallidicaule_CP013120	Cpallidicaule_CP010393	Cpallidicaule_CP014255	Cpallidicaule_CP013072	Cpallidicaule_CP004536	Cpallidicaule_CP001895		Cpallidicaule_CP010393	Cpallidicaule_CP008984	Cpallidicaule_CP000054	Cpallidicaule_CP016187	Cpallidicaule_CP011124				Cpallidicaule_CP014533	Cpallidicaule_CP001294							Cpallidicaule_CP001714			Cpallidicaule_CP012023	Cpallidicaule_CP000051		Cpallidicaule_CP003913	Cpallidicaule_CP015121	Cpallidicaule_CP017201			Cpallidicaule_CP021160				Cpallidicaule_CP010500								Cpallidicaule_CP001714	
Cpallidicaule_CP012924	Cpallidicaule_CP013035	Cpallidicaule_CP013425	Cpallidicaule_CP013065	Cpallidicaule_CP010401	Cpallidicaule_CP013072	Cpallidicaule_CP013072	Cpallidicaule_CP013831	Cpallidicaule_CP013128	Cpallidicaule_CP010401	Cpallidicaule_CP014319	Cpallidicaule_CP013109	Cpallidicaule_CP006779	Cpallidicaule_CP002612		Cpallidicaule_CP010401	Cpallidicaule_CP000527	Cpallidicaule_CP000292	Cpallidicaule_CP016215	Cpallidicaule_CP011874				Cpallidicaule_CP014618	Cpallidicaule_CP001412							Cpallidicaule_CP001853			Cpallidicaule_CP012236	Cpallidicaule_CP000462		Cpallidicaule_CP007012	Cpallidicaule_CP015325	Cpallidicaule_CP017637			Cpallidicaule_CP022253				Cpallidicaule_CP011223								Cpallidicaule_CP003817	
Cpallidicaule_CP012926	Cpallidicaule_CP013037	Cpallidicaule_CP013438	Cpallidicaule_CP013066	Cpallidicaule_CP011482	Cpallidicaule_CP013086	Cpallidicaule_CP013098	Cpallidicaule_CP013851	Cpallidicaule_CP013135	Cpallidicaule_CP011482	Cpallidicaule_CP014391	Cpallidicaule_CP013110	Cpallidicaule_CP007283	Cpallidicaule_CP003701		Cpallidicaule_CP011482	Cpallidicaule_CP002027	Cpallidicaule_CP000671	Cpallidicaule_CP016616	Cpallidicaule_CP012123				Cpallidicaule_CP014724	Cpallidicaule_CP001791							Cpallidicaule_CP002150			Cpallidicaule_CP009398	Cpallidicaule_CP002049		Cpallidicaule_CP007700	Cpallidicaule_CP015326	Cpallidicaule_CP010408							Cpallidicaule_CP011592								Cpallidicaule_CP004499	
Cpallidicaule_CP012927	Cpallidicaule_CP013049	Cpallidicaule_CP013496	Cpallidicaule_CP013072	Cpallidicaule_CP011747	Cpallidicaule_CP013109	Cpallidicaule_CP013108	Cpallidicaule_CP013890	Cpallidicaule_CP013137	Cpallidicaule_CP011747	Cpallidicaule_CP014499	Cpallidicaule_CP013120	Cpallidicaule_CP021552	Cpallidicaule_CP003913		Cpallidicaule_CP011747	Cpallidicaule_CP002514	Cpallidicaule_CP001011	Cpallidicaule_CP016744	Cpallidicaule_CP012128				Cpallidicaule_CP014814	Cpallidicaule_CP001984							Cpallidicaule_CP003817			Cpallidicaule_CP009549	Cpallidicaule_CP004008		Cpallidicaule_CP020142	Cpallidicaule_CP015547	Cpallidicaule_CP011059							Cpallidicaule_CP012238								Cpallidicaule_CP005363	
Cpallidicaule_CP012929	Cpallidicaule_CP013054	Cpallidicaule_CP013628	Cpallidicaule_CP013109	Cpallidicaule_CP011906	Cpallidicaule_CP013110	Cpallidicaule_CP013109	Cpallidicaule_CP014022	Cpallidicaule_CP013143	Cpallidicaule_CP011906	Cpallidicaule_CP014533	Cpallidicaule_CP013128	Cpallidicaule_CP013438	Cpallidicaule_CP007012		Cpallidicaule_CP011906	Cpallidicaule_CP003233	Cpallidicaule_CP001333	Cpallidicaule_CP010645	Cpallidicaule_CP008520				Cpallidicaule_CP014834	Cpallidicaule_CP004169							Cpallidicaule_CP004499			Cpallidicaule_CP009706	Cpallidicaule_CP004844		Cpallidicaule_CP021082	Cpallidicaule_CP015708	Cpallidicaule_CP007951							Cpallidicaule_CP012414								Cpallidicaule_CP018070	
Cpallidicaule_CP012930	Cpallidicaule_CP013065	Cpallidicaule_CP013652	Cpallidicaule_CP013110	Cpallidicaule_CP012314	Cpallidicaule_CP013120	Cpallidicaule_CP013110	Cpallidicaule_CP014131	Cpallidicaule_CP013150	Cpallidicaule_CP012314	Cpallidicaule_CP014573	Cpallidicaule_CP013132	Cpallidicaule_CP013652	Cpallidicaule_CP007700		Cpallidicaule_CP012314	Cpallidicaule_CP004092	Cpallidicaule_CP002044	Cpallidicaule_CP010680	Cpallidicaule_CP010223				Cpallidicaule_CP015024	Cpallidicaule_CP004894							Cpallidicaule_CP005363			Cpallidicaule_CP009914	Cpallidicaule_CP005125		Cpallidicaule_CP021426	Cpallidicaule_CP015725	Cpallidicaule_CP008000							Cpallidicaule_CP007988								Cpallidicaule_CP018103	
Cpallidicaule_CP012931	Cpallidicaule_CP013066	Cpallidicaule_CP013693	Cpallidicaule_CP013120	Cpallidicaule_CP012334	Cpallidicaule_CP013128	Cpallidicaule_CP013120	Cpallidicaule_CP014213	Cpallidicaule_CP013164	Cpallidicaule_CP012334	Cpallidicaule_CP014610	Cpallidicaule_CP013143	Cpallidicaule_CP014610	Cpallidicaule_CP020142		Cpallidicaule_CP012334	Cpallidicaule_CP004788	Cpallidicaule_CP002174	Cpallidicaule_CP010789	Cpallidicaule_CP000419				Cpallidicaule_CP015054	Cpallidicaule_CP004947							Cpallidicaule_CP018070			Cpallidicaule_CP010233	Cpallidicaule_CP019702		Cpallidicaule_CP022442	Cpallidicaule_CP015797	Cpallidicaule_CP008192							Cpallidicaule_CP009131								Cpallidicaule_CP019177	
