#Gene	Overall Prediction	TargetP	iPSORT	LOCALIZER	Predotar
Gohir.D04G131000.1.p	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Gohir.D04G140000.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G101500.1.p	mitochondrial	non-organellar	mitochondrial	mitochondrial	non-organellar
Gohir.D04G152200.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G103400.1.p	plastid	plastid	plastid	non-organellar	non-organellar
Gohir.D04G132700.1.p	dual	dual	plastid	non-organellar	non-organellar
Gohir.D04G114700.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G005600.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G192600.1.p	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
Gohir.D04G110000.1.p	plastid	plastid	plastid	non-organellar	non-organellar
Gohir.D04G152600.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G058200.1.p	dual	dual	mitochondrial	mitochondrial	non-organellar
Gohir.D04G060600.1.p	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gohir.D04G019000.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G030800.1.p	dual	plastid	mitochondrial	non-organellar	non-organellar
Gohir.D04G047300.1.p	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gohir.D04G015100.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G190900.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G119600.1.p	dual	dual	non-organellar	non-organellar	non-organellar
Gohir.D04G161300.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G158900.1.p	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gohir.D04G058500.1.p	dual	non-organellar	plastid	dual	non-organellar
Gohir.D04G067700.1.p	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Gohir.D04G064000.1.p	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gohir.D04G125000.1.p	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Gohir.D04G071900.1.p	plastid	non-organellar	plastid	non-organellar	non-organellar
Gohir.D04G076500.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G182600.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G026200.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G143400.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G098800.1.p	dual	dual	mitochondrial	plastid	non-organellar
Gohir.D04G045300.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G005400.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G037300.1.p	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gohir.D04G178000.1.p	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Gohir.D04G127600.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G098400.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G115100.1.p	dual	dual	mitochondrial	plastid	non-organellar
Gohir.D04G138600.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G036500.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G159600.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G027100.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G103200.1.p	plastid	plastid	non-organellar	non-organellar	non-organellar
Gohir.D04G189600.1.p	plastid	non-organellar	plastid	plastid	non-organellar
Gohir.D04G139200.1.p	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gohir.D04G083500.1.p	mitochondrial	mitochondrial	non-organellar	mitochondrial	non-organellar
Gohir.D04G047800.1.p	plastid	non-organellar	plastid	non-organellar	non-organellar
Gohir.D04G013100.1.p	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gohir.D04G105000.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G123500.1.p	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Gohir.D04G016000.1.p	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Gohir.D04G152000.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G032800.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G022900.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G021700.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G165200.1.p	dual	dual	plastid	plastid	plastid
Gohir.D04G099200.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G036100.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G101400.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G135100.1.p	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Gohir.D04G114900.1.p	plastid	plastid	plastid	plastid	non-organellar
Gohir.D04G071000.1.p	plastid	plastid	plastid	plastid	non-organellar
Gohir.D04G141800.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G097400.1.p	dual	dual	non-organellar	non-organellar	non-organellar
Gohir.D04G131100.1.p	plastid	plastid	plastid	plastid	non-organellar
Gohir.D04G042500.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G063900.1.p	plastid	plastid	non-organellar	plastid	plastid
Gohir.D04G110500.1.p	dual	dual	plastid	plastid	plastid
Gohir.D04G081900.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G043700.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G130500.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G019700.1.p	plastid	plastid	plastid	plastid	plastid
Gohir.D04G045200.1.p	plastid	non-organellar	plastid	non-organellar	non-organellar
Gohir.D04G048100.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G036800.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G126700.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G009600.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G144600.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G046900.1.p	plastid	plastid	non-organellar	plastid	non-organellar
Gohir.D04G025200.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G121700.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G071200.1.p	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Gohir.D04G110600.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G006200.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G014900.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G116100.1.p	dual	dual	mitochondrial	plastid	non-organellar
Gohir.D04G006100.1.p	dual	dual	mitochondrial	plastid	plastid
Gohir.D04G177500.1.p	plastid	non-organellar	plastid	non-organellar	non-organellar
Gohir.D04G043100.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G043000.1.p	plastid	plastid	non-organellar	non-organellar	non-organellar
Gohir.D04G064500.1.p	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gohir.D04G172400.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G060200.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G127300.1.p	dual	dual	mitochondrial	plastid	non-organellar
Gohir.D04G054800.1.p	plastid	non-organellar	plastid	non-organellar	non-organellar
Gohir.D04G024800.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G171400.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G043300.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G139300.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G060300.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G093100.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G090300.1.p	dual	dual	mitochondrial	non-organellar	non-organellar
Gohir.D04G107400.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G174700.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G112300.1.p	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gohir.D04G138700.1.p	dual	dual	mitochondrial	mitochondrial	mitochondrial
Gohir.D04G107600.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G069000.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G129600.1.p	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Gohir.D04G169200.1.p	plastid	non-organellar	non-organellar	plastid	non-organellar
Gohir.D04G064700.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G131600.1.p	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Gohir.D04G027400.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G171200.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G092200.1.p	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gohir.D04G058400.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G013500.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G066500.1.p	dual	dual	mitochondrial	dual	non-organellar
Gohir.D04G015200.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G095200.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G053300.1.p	mitochondrial	non-organellar	mitochondrial	mitochondrial	non-organellar
Gohir.D04G079500.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G142200.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G084800.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G083700.1.p	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gohir.D04G081600.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G186300.1.p	plastid	plastid	non-organellar	non-organellar	non-organellar
Gohir.D04G142700.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G114500.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G171700.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G180600.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G117700.1.p	dual	dual	mitochondrial	plastid	mitochondrial
Gohir.D04G106000.1.p	dual	mitochondrial	mitochondrial	plastid	non-organellar
Gohir.D04G085200.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G120900.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G055300.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G089500.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G114800.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G096800.1.p	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gohir.D04G173700.1.p	dual	dual	mitochondrial	non-organellar	non-organellar
Gohir.D04G131700.1.p	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gohir.D04G096100.1.p	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gohir.D04G082700.1.p	mitochondrial	non-organellar	mitochondrial	mitochondrial	non-organellar
Gohir.D04G083000.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G130400.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G078100.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G032400.1.p	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gohir.D04G104600.1.p	dual	dual	plastid	plastid	plastid
Gohir.D04G144100.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G082500.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G074000.1.p	plastid	plastid	plastid	plastid	plastid
Gohir.D04G051600.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G167100.1.p	plastid	non-organellar	non-organellar	plastid	non-organellar
Gohir.D04G100500.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G190500.1.p	plastid	plastid	plastid	non-organellar	non-organellar
Gohir.D04G110100.1.p	dual	mitochondrial	mitochondrial	plastid	non-organellar
Gohir.D04G096700.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G141100.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G144500.1.p	plastid	plastid	plastid	plastid	plastid
Gohir.D04G076100.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G105200.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G190400.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G051900.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G142100.1.p	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Gohir.D04G068700.1.p	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gohir.D04G115200.1.p	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Gohir.D04G079000.1.p	plastid	non-organellar	plastid	non-organellar	non-organellar
Gohir.D04G115800.1.p	plastid	plastid	non-organellar	non-organellar	non-organellar
Gohir.D04G034900.1.p	dual	dual	plastid	plastid	plastid
Gohir.D04G000300.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G181700.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G080500.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G019100.1.p	plastid	plastid	plastid	plastid	non-organellar
Gohir.D04G009900.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G040900.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G072400.1.p	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gohir.D04G140400.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G010500.1.p	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Gohir.D04G154500.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G127400.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G150500.1.p	plastid	plastid	plastid	plastid	plastid
Gohir.D04G017600.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G161400.1.p	plastid	non-organellar	non-organellar	plastid	non-organellar
Gohir.D04G162100.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G041300.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G113300.1.p	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gohir.D04G129800.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G130600.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G085800.1.p	plastid	plastid	plastid	plastid	non-organellar
Gohir.D04G136900.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G111100.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G147000.1.p	plastid	non-organellar	plastid	non-organellar	non-organellar
Gohir.D04G157900.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G170800.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G015700.1.p	plastid	non-organellar	plastid	non-organellar	non-organellar
Gohir.D04G103600.1.p	plastid	plastid	plastid	non-organellar	non-organellar
Gohir.D04G048600.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G047200.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G096300.1.p	dual	plastid	mitochondrial	non-organellar	non-organellar
Gohir.D04G108200.1.p	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Gohir.D04G086800.1.p	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Gohir.D04G097700.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G027800.1.p	mitochondrial	mitochondrial	mitochondrial	non-organellar	mitochondrial
Gohir.D04G120400.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G030300.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G026800.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G162700.1.p	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Gohir.D04G159500.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G034500.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G104300.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G020500.1.p	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Gohir.D04G014500.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G188500.1.p	dual	dual	mitochondrial	mitochondrial	non-organellar
Gohir.D04G021000.1.p	dual	dual	mitochondrial	plastid	non-organellar
Gohir.D04G161100.1.p	dual	dual	plastid	dual	dual
Gohir.D04G173200.1.p	plastid	non-organellar	non-organellar	plastid	non-organellar
Gohir.D04G068000.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G095300.1.p	dual	dual	mitochondrial	mitochondrial	mitochondrial
Gohir.D04G065200.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G113000.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G134900.1.p	mitochondrial	mitochondrial	non-organellar	mitochondrial	non-organellar
Gohir.D04G122200.1.p	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Gohir.D04G128800.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G153300.1.p	dual	dual	plastid	plastid	dual
Gohir.D04G091700.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G186400.1.p	plastid	non-organellar	plastid	plastid	non-organellar
Gohir.D04G061900.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G134800.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G117200.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G081500.1.p	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gohir.D04G148700.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G034100.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G055000.1.p	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gohir.D04G084200.1.p	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Gohir.D04G009400.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G190800.1.p	plastid	plastid	non-organellar	non-organellar	non-organellar
Gohir.D04G148000.1.p	plastid	non-organellar	plastid	non-organellar	non-organellar
Gohir.D04G178200.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G049900.1.p	dual	dual	mitochondrial	mitochondrial	non-organellar
Gohir.D04G157700.1.p	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gohir.D04G072100.1.p	dual	dual	mitochondrial	plastid	non-organellar
Gohir.D04G164700.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G043800.1.p	plastid	non-organellar	plastid	non-organellar	non-organellar
Gohir.D04G038700.1.p	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Gohir.D04G072900.1.p	plastid	plastid	plastid	plastid	plastid
Gohir.D04G085100.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G125500.1.p	plastid	plastid	non-organellar	non-organellar	non-organellar
Gohir.D04G182400.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G176900.1.p	plastid	non-organellar	plastid	non-organellar	non-organellar
Gohir.D04G088300.1.p	plastid	plastid	plastid	non-organellar	non-organellar
Gohir.D04G144400.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G057700.1.p	plastid	plastid	plastid	non-organellar	plastid
Gohir.D04G164000.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G071500.1.p	plastid	plastid	plastid	non-organellar	non-organellar
Gohir.D04G172200.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G192400.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G033900.1.p	dual	dual	mitochondrial	dual	mitochondrial
Gohir.D04G100200.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G192200.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G026600.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G159800.1.p	plastid	non-organellar	plastid	non-organellar	non-organellar
Gohir.D04G013600.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G082600.1.p	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Gohir.D04G100600.1.p	mitochondrial	mitochondrial	non-organellar	mitochondrial	non-organellar
Gohir.D04G070100.1.p	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Gohir.D04G016300.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G044100.1.p	plastid	plastid	plastid	plastid	plastid
Gohir.D04G136100.1.p	dual	dual	mitochondrial	dual	non-organellar
Gohir.D04G136800.1.p	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gohir.D04G147200.1.p	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Gohir.D04G182000.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G168300.1.p	mitochondrial	mitochondrial	mitochondrial	non-organellar	mitochondrial
Gohir.D04G123000.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G055700.1.p	dual	dual	mitochondrial	plastid	plastid
Gohir.D04G040000.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G030700.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G080200.1.p	dual	mitochondrial	plastid	plastid	non-organellar
Gohir.D04G189100.1.p	dual	dual	mitochondrial	mitochondrial	non-organellar
Gohir.D04G042900.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G172500.1.p	dual	plastid	non-organellar	dual	dual
Gohir.D04G022800.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G006800.1.p	dual	dual	mitochondrial	dual	mitochondrial
Gohir.D04G089900.1.p	dual	dual	plastid	dual	non-organellar
Gohir.D04G097500.1.p	dual	dual	plastid	plastid	plastid
Gohir.D04G039500.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G030100.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G075500.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G089600.1.p	dual	mitochondrial	plastid	non-organellar	non-organellar
Gohir.D04G081700.1.p	mitochondrial	mitochondrial	non-organellar	mitochondrial	non-organellar
Gohir.D04G042400.1.p	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gohir.D04G083800.1.p	mitochondrial	mitochondrial	non-organellar	mitochondrial	mitochondrial
