#Gene	Overall Prediction	TargetP	iPSORT	LOCALIZER	Predotar
Gj3X122T4.1	mitochondrial	non-organellar	non-organellar	mitochondrial	N/A
Gj3X177T12.1	mitochondrial	mitochondrial	non-organellar	mitochondrial	N/A
Gj3X229T14.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Gj3X280T25.1	dual	non-organellar	non-organellar	dual	non-organellar
Gj3X311T50.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj3X345T37.1	dual	mitochondrial	plastid	non-organellar	non-organellar
Gj4A101T41.1	plastid	plastid	plastid	non-organellar	non-organellar
Gj4A133T35.1	dual	plastid	mitochondrial	non-organellar	non-organellar
Gj4A182T29.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj4A240T24.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Gj4A307T13.1	plastid	plastid	plastid	plastid	non-organellar
Gj4A359T41.1	plastid	plastid	non-organellar	non-organellar	non-organellar
Gj4A40T45.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Gj4A447T79.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj4A478T82.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj4A499T87.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Gj4A59T105.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj4A93T28.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj4P126T8.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj4P18T11.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj4P2T19.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj4P39T6.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj4P441T7.1	dual	mitochondrial	plastid	non-organellar	non-organellar
Gj4P490T11.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj4P54T1.1	dual	dual	mitochondrial	mitochondrial	non-organellar
Gj4P82T3.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Gj4X122T24.1	plastid	non-organellar	plastid	non-organellar	N/A
Gj4X160T3.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj4X214T6.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj4X282T16.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Gj4X348T31.1	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
Gj4X395T1.1	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
Gj4X435T6.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Gj4X486T13.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Gj4X91T12.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Gj5A160T12.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj5A242T17.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj5A304T51.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj5A341T30.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gj5A381T55.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gj5A63T71.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Gj5P166T6.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj5P27T7.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj5P355T5.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj5P4T1.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj5P83T1.1	dual	dual	mitochondrial	non-organellar	non-organellar
Gj5X124T31.1	dual	non-organellar	mitochondrial	plastid	N/A
Gj5X185T22.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj5X250T1.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj5X301T16.1	mitochondrial	mitochondrial	mitochondrial	mitochondrial	N/A
Gj5X354T6.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	N/A
Gj5X390T31.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Gj6A173T11.1	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Gj6A235T39.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Gj6A27T112.1	dual	mitochondrial	plastid	plastid	plastid
Gj6A306T142.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gj6A329T57.1	plastid	plastid	non-organellar	plastid	non-organellar
Gj6A39T145.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj6A70T25.1	dual	dual	mitochondrial	dual	mitochondrial
Gj6P121T3.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj6P238T7.1	plastid	plastid	plastid	plastid	plastid
Gj6P299T6.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Gj6P333T14.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj6P54T9.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj6X102T30.1	dual	mitochondrial	plastid	non-organellar	non-organellar
Gj6X184T3.1	plastid	non-organellar	plastid	non-organellar	N/A
Gj6X241T17.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj6X288T9.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj6X329T39.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Gj6X75T28.1	plastid	non-organellar	non-organellar	plastid	non-organellar
Gj7A174T20.1	plastid	plastid	plastid	non-organellar	N/A
Gj7A246T80.1	dual	plastid	mitochondrial	non-organellar	non-organellar
Gj7A319T7.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Gj7A352T66.1	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Gj7A374T102.1	plastid	plastid	plastid	plastid	plastid
Gj7A395T105.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj7A410T74.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj7A78T114.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj7P15T3.1	mitochondrial	non-organellar	mitochondrial	mitochondrial	mitochondrial
Gj7P278T4.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj7P343T1.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj7P373T22.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj7P403T6.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj7P78T16.1	dual	plastid	mitochondrial	non-organellar	non-organellar
Gj7X139T11.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj7X199T1.1	plastid	non-organellar	plastid	non-organellar	N/A
Gj7X256T37.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj7X294T10.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Gj7X331T9.1	dual	mitochondrial	plastid	non-organellar	N/A
Gj7X369T36.1	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Gj7X401T41.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gj8A101T40.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj8A158T14.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Gj8A244T65.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Gj8A306T34.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj8A346T26.1	mitochondrial	non-organellar	non-organellar	non-organellar	mitochondrial
Gj8A369T47.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj8A386T97.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj8A40T70.1	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Gj8A72T36.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Gj8P1T19.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj8P296T19.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gj8P359T11.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj8P391T10.1	plastid	plastid	plastid	plastid	plastid
Gj8P64T14.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj8P91T3.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj8X158T4.1	dual	mitochondrial	plastid	mitochondrial	N/A
Gj8X246T20.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Gj8X295T10.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj8X348T58.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj8X381T24.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Gj8X68T8.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gj9A1007T55.1	dual	dual	mitochondrial	non-organellar	non-organellar
Gj9A1021T98.1	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
Gj9A1034T67.1	plastid	plastid	plastid	non-organellar	N/A
Gj9A1048T104.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A1060T135.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Gj9A1071T121.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A1082T90.1	plastid	plastid	non-organellar	non-organellar	non-organellar
Gj9A1096T103.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A112T70.1	plastid	plastid	plastid	non-organellar	non-organellar
Gj9A123T100.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A133T107.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A145T80.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A159T113.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A16T109.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Gj9A182T104.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A194T100.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gj9A203T96.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A216T132.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A228T68.1	plastid	plastid	plastid	plastid	plastid
Gj9A244T81.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Gj9A261T81.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A278T80.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A292T47.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A311T71.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A336T56.1	plastid	non-organellar	non-organellar	non-organellar	plastid
Gj9A367T35.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A40T62.1	dual	dual	plastid	dual	non-organellar
Gj9A45T76.1	dual	plastid	mitochondrial	plastid	non-organellar
Gj9A521T48.1	dual	dual	mitochondrial	non-organellar	plastid
Gj9A547T36.1	dual	dual	mitochondrial	plastid	plastid
Gj9A561T87.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A575T75.1	dual	plastid	mitochondrial	plastid	plastid
Gj9A591T60.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A608T67.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A61T118.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A639T87.1	dual	plastid	mitochondrial	non-organellar	non-organellar
Gj9A652T72.1	dual	dual	mitochondrial	non-organellar	non-organellar
Gj9A664T128.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A679T100.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A690T110.1	dual	dual	mitochondrial	mitochondrial	N/A
Gj9A700T64.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A711T63.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gj9A725T104.1	dual	dual	non-organellar	non-organellar	N/A
Gj9A740T91.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A755T53.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A768T84.1	dual	dual	mitochondrial	mitochondrial	dual
Gj9A782T65.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A796T84.1	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Gj9A815T111.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Gj9A824T97.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A836T55.1	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Gj9A849T94.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A860T89.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A874T104.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A887T112.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A89T96.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A911T81.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Gj9A926T99.1	dual	plastid	mitochondrial	plastid	plastid
Gj9A945T46.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Gj9A958T171.1	dual	dual	plastid	plastid	plastid
Gj9A971T114.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9A985T58.1	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Gj9E1047T3.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9P1013T10.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9P103T8.1	plastid	plastid	plastid	non-organellar	non-organellar
Gj9P1069T11.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9P1090T9.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9P120T17.1	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Gj9P140T27.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Gj9P170T13.1	dual	dual	non-organellar	mitochondrial	non-organellar
Gj9P194T24.1	dual	plastid	mitochondrial	plastid	non-organellar
Gj9P217T16.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9P246T10.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gj9P280T20.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9P314T7.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9P361T21.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9P432T4.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9P507T1.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Gj9P553T15.1	plastid	plastid	non-organellar	non-organellar	non-organellar
Gj9P583T17.1	dual	dual	mitochondrial	plastid	mitochondrial
Gj9P610T17.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9P645T13.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Gj9P675T6.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9P6T14.1	dual	dual	plastid	plastid	plastid
Gj9P728T10.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9P758T13.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9P784T9.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9P810T16.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gj9P831T26.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9P861T24.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9P884T24.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9P909T15.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9P936T17.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9P967T16.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9P990T18.1	plastid	plastid	non-organellar	non-organellar	non-organellar
Gj9X1022T32.1	plastid	plastid	plastid	non-organellar	non-organellar
Gj9X1053T29.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Gj9X1088T23.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9X126T97.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Gj9X158T73.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Gj9X191T51.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9X223T28.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9X264T54.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Gj9X303T26.1	dual	dual	non-organellar	non-organellar	non-organellar
Gj9X350T19.1	plastid	non-organellar	plastid	non-organellar	N/A
Gj9X407T25.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Gj9X483T4.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Gj9X538T43.1	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
Gj9X575T33.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Gj9X612T24.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Gj9X652T56.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9X680T64.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Gj9X719T17.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9X765T17.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	N/A
Gj9X805T20.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9X842T30.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Gj9X878T55.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9X919T24.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9X960T97.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Gj9X994T24.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Gju28933X0T6.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
