Not-organelle-targeted	Organelle-targeted	Organelle-targeted_Interacting	Organelle-targeted_Non-interacting	Enzyme_Complexes	Mitochondria-targeted	Plastid-targeted	Mitochondria-targeted_Interacting	Mitochondria-targeted_Non-interacting	Mitochondria_Enzyme_Complexes	Plastid-targeted_Interacting	Plastid-targeted_Non-interacting	Plastid_Enzyme_Complexes	mt-DNA_RRR	mt-Mito_TAT	mt-Mitoribosome	mt-Mitoribosome;Large_Subunit	mt-Mitoribosome;Small_Subunit	mt-OXPHOS	mt-OXPHOS;Complex_I	mt-OXPHOS;Complex_III	mt-OXPHOS;Complex_IV	mt-OXPHOS;Complex_V	mt-PPR	mt-Transcription_and_Transcript_Maturation	mt-Transcription_and_Transcript_Maturation;Intron_Splicing	mt-Transcription_and_Transcript_Maturation;RNA_Polymerase	mt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	mt-Transcription_and_Transcript_Maturation;mTERF	mt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	mt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	mt-tRNA_Aminoacylation	pt-ACCase	pt-CLP	pt-Chlororibosome	pt-Chlororibosome;Large_Subunit	pt-Chlororibosome;Small_Subunit	pt-DNA_RRR	pt-PPR	pt-Photosynthesis	pt-Photosynthesis;ATP_Synthase	pt-Photosynthesis;Cytochrome_b6f	pt-Photosynthesis;NDH	pt-Photosynthesis;PSI	pt-Photosynthesis;PSII	pt-Photosynthesis;Rubisco	pt-Transcription_and_Transcript_Maturation	pt-Transcription_and_Transcript_Maturation;Intron_Splicing	pt-Transcription_and_Transcript_Maturation;RNA_Polymerase	pt-Transcription_and_Transcript_Maturation;Sigma_Factor	pt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	pt-Transcription_and_Transcript_Maturation;mTERF	pt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	pt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	pt-tRNA_Aminoacylation
Gj1A94T66.1	Gj7A374T102.1	Gj7X377T54.1	Gj9A194T100.1	Gj2A283T28.1	Gj9A575T75.1	Gj7X401T41.1	Gj9A773T94.1	Gj9P583T17.1	Gj2A283T28.1	Gj8A369T48.1	Gj9A194T100.1	Gj9A872T109.1	Gj1P527T9.1		Gj2A283T28.1	Gj9X962T27.1	Gj9A1019T84.1	Gj9P648T15.1	Gj9A1088T89.1			Gj9X851T70.1	Gj6A307T33.1	Gj6P327T11.1							Gj11P421T8.1		Gj9P572T11.1	Gj7X392T9.1	Gj1X497T90.1		Gj9P83T25.1	Gj9A329T37.1	Gj9A187T80.1			Gj9X545T24.1	Gj9A264T60.1			Gj3A332T66.1					Gj9A136T68.1		Gj9A122T90.1	Gj11P421T8.1	
Gj1P118T1.1	Gj7P15T3.1	Gj9A1087T108.1	Gj9A228T68.1	Gj4X108T5.1	Gj9A768T84.1	Gj8P391T10.1	Gj9A991T100.1	Gj9P645T13.1	Gj4X108T5.1	Gj10A296T121.1	Gj9A228T68.1	Gj9A572T63.1	Gj9P83T25.1		Gj4X108T5.1	Gj2P409T7.1	Gj2A389T76.1	Gj3A297T81.1	Gj9A29T89.1			Gj9X262T102.1	Gj9X919T25.1	Gj9P904T17.1							Gj9A195T107.1		Gj2A3T74.1	Gj10A305T60.1	Gj11A378T74.1		Gj2A183T11.1	Gj11X415T39.1	Gj1P24T6.1			Gj9A125T113.1	Gj6P50T6.1			Gj9P153T23.1					Gj9P1099T16.1			Gj9A195T107.1	
Gj1P18T9.1	Gj7X401T41.1	Gj9A232T71.1	Gj9A521T48.1	Gj5X109T12.1	Gj9A958T171.1	Gj9A194T100.1	Gj9E259T6.1	Gj9P6T14.1	Gj5X109T12.1	Gj5X212T2.1	Gj9A521T48.1	Gj9P572T11.1	Gj2A183T11.1		Gj5X109T12.1	Gj5X215T26.1	Gj10P300T10.1	Gj6A316T96.1	Gj9A661T111.1				Gj6X341T73.1	Gj6P327T14.1							Gj9A581T49.1			Gj9A114T75.1	Gj9A106T70.1		Gj9A144T100.1	Gj9P885T19.1	Gj9A675T60.1			Gj9A164T109.1				Gj9P694T17.1					Gj9A1099T72.1			Gj9A581T49.1	
Gj1P28T11.1	Gj8P391T10.1	Gj9A773T94.1	Gj9A547T36.1	Gj9A981T117.1	Gj9P583T17.1	Gj9A228T68.1	Gj9P150T9.1	Gj1P321T5.1	Gj9A981T117.1	Gj10A200T95.1	Gj9A547T36.1	Gj2A3T74.1	Gj4A65T58.1		Gj9A981T117.1	Gj4E40T2.1	Gj11X199T8.1	Gj10P269T14.1	Gj8X396T42.1				Gj9P815T24.1	Gj8P281T2.1							Gj7P397T8.1			Gj10P121T10.1	Gj3A1T42.1		Gj9P713T11.1	Gj1P54T9.1	Gj9A825T136.1			Gj9A827T160.1				Gj2X393T23.1								Gj7P397T8.1	
Gj1P393T2.1	Gj9A194T100.1	Gj9A991T100.1	Gj9A575T75.1	Gj3A307T120.1	Gj9P645T13.1	Gj9A521T48.1	Gj9P28T5.1	Gj10P267T13.1	Gj3A307T120.1	Gj11P135T2.1	Gj9A575T75.1	Gj1A230T21.1	Gj9P713T11.1		Gj3A307T120.1	Gj4A96T29.1	Gj9A604T97.1	Gj4X412T30.1	Gj4P75T12.1				Gj1A256T11.1	Gj2A405T82.1							Gj3P3T8.1			Gj1X497T90.1	Gj10A253T74.1		Gj9A573T43.1	Gj4P49T11.1	Gj9A1014T60.1							Gj3P261T16.1								Gj3P3T8.1	
Gj1P45T27.1	Gj9A228T68.1	Gj9E259T6.1	Gj9A711T63.1	Gj9X148T95.1	Gj9P6T14.1	Gj9A547T36.1	Gj9X200T43.1	Gj2A169T12.1	Gj9X148T95.1	Gj9A140T133.1	Gj9A711T63.1	Gj2A388T104.1	Gj9A573T43.1		Gj9X148T95.1	Gj9P536T7.1	Gj2P335T11.1	Gj9X683T73.1	Gj9A661T112.1				Gj10A151T46.1	Gj11X358T11.1							Gj7A168T21.1			Gj11A378T74.1	Gj9A614T114.1		Gj3P347T11.1	Gj9P17T15.1	Gj9X279T45.1							Gj9A1064T98.1								Gj7A168T21.1	
Gj1P501T3.1	Gj9A521T48.1	Gj9P150T9.1	Gj9A958T171.1	Gj9X962T27.1	Gj1P321T5.1	Gj9A575T75.1	Gj1X518T30.1	Gj2A349T89.1	Gj9X962T27.1	Gj9A616T76.1	Gj9A958T171.1	Gj9A548T66.1	Gj9A812T111.1		Gj9X962T27.1	Gj9P205T22.1	Gj9A33T149.1	Gj8A296T60.1	Gj2P335T13.1				Gj3P99T3.1	Gj9P53T16.1							Gj9P1043T19.1			Gj9A1054T75.1	Gj9X698T54.1		Gj9P128T12.1	Gj9X693T69.1	Gj1A376T12.1							Gj9A295T50.1								Gj9P1043T19.1	
Gj1P52T22.1	Gj9A547T36.1	Gj9P28T5.1	Gj9P120T17.1	Gj2P409T7.1	Gj10P267T13.1	Gj9A711T63.1	Gj4P507T15.1	Gj3P247T3.1	Gj2P409T7.1	Gj9A685T129.1	Gj9P120T17.1	Gj9A200T78.1	Gj3P347T11.1		Gj2P409T7.1	Gj1A527T61.1	Gj9A323T118.1	Gj9P657T17.1	Gj9A135T105.1				Gj9P801T10.1	Gj9A680T109.1							Gj8A350T38.1			Gj9A106T70.1	Gj9A517T10.1		Gj9A831T115.1	Gj6P321T17.1	Gj9A987T39.1							Gj9A138T85.1								Gj8A350T38.1	
Gj1P74T5.1	Gj9A575T75.1	Gj9X1033T69.1	Gj9P583T17.1	Gj5X215T26.1	Gj10X298T91.1	Gj9A958T171.1	Gj7X388T121.1	Gj7A401T155.1	Gj5X215T26.1	Gj9X1008T52.1	Gj9P583T17.1	Gj4A450T20.1	Gj9P128T12.1		Gj5X215T26.1	Gj9P679T14.1	Gj9A604T98.1	Gj4P26T4.1	Gj11X431T28.1				Gj9X336T32.1	Gj10A231T124.1							Gj3MP303T14.1			Gj3A1T42.1	Gj2A433T87.1		Gj11A258T64.1	Gj9A178T89.1	Gj1A463T51.1							Gj4X114T5.1								Gj3MP303T14.1	
Gj1X11T55.1	Gj9A711T63.1	Gj9X200T43.1	Gj9P645T13.1	Gj9A717T98.1	Gj2A169T12.1	Gj9P120T17.1	Gj9A224T121.1	Gj9A116T85.1	Gj9A717T98.1	Gj5X391T58.1	Gj9P6T14.1	Gj10X287T99.1	Gj9A831T115.1		Gj9A717T98.1	Gj1P22T11.1	Gj9A706T86.1	Gj9P347T5.1	Gj4P22T14.1				Gj9X905T69.1	Gj9A827T156.1							Gj9P297T18.1			Gj10A253T74.1	Gj2A476T22.1		Gj5A109T19.1	Gj9A857T81.1	Gj9A264T60.1							Gj9A702T118.1								Gj9P297T18.1	
Gj1X176T20.1	Gj9A768T84.1	Gj9X816T28.1	Gj9P6T14.1	Gj11X199T11.1	Gj2A349T89.1	Gj9P583T17.1	Gj9X944T34.1	Gj9A269T89.1	Gj11X199T11.1	Gj10P91T2.1	Gj1P422T4.1	Gj8X373T35.1	Gj8A84T53.1		Gj11X199T11.1	Gj9P750T13.1	Gj1P536T7.1	Gj9A1088T89.1	Gj9A579T112.1				Gj9X192T23.1	Gj7A16T44.1							Gj11P104T7.1			Gj9A614T114.1	Gj2A405T87.1			Gj1X491T63.1	Gj3P330T10.1							Gj10P231T22.1								Gj11P104T7.1	
Gj1X233T3.1	Gj9A958T171.1	Gj1X518T30.1	Gj1P321T5.1	Gj3A263T53.1	Gj2P375T20.1	Gj9P6T14.1	Gj1P28T12.1	Gj9A694T109.1	Gj3A263T53.1	Gj9P28T9.1	Gj10P267T13.1	Gj2A345T81.1	Gj11A258T64.1		Gj3A263T53.1	Gj9P372T6.1	Gj9A88T108.1	Gj9A29T89.1	Gj9X958T149.1				Gj9X961T131.1	Gj4A481T67.1							Gj8P387T12.1			Gj9X698T54.1				Gj4P33T7.1	Gj9A1041T109.1							Gj2P176T3.1								Gj8P387T12.1	
Gj1X292T0.1	Gj9P120T17.1	Gj4P507T15.1	Gj1P422T4.1	Gj8X371T16.1	Gj3P247T3.1	Gj1A512T98.1	Gj6A307T33.1	Gj9A787T86.1	Gj8X371T16.1	Gj1P248T4.1	Gj11A368T76.1	Gj9A124T85.1	Gj5A109T19.1		Gj8X371T16.1	Gj11A267T90.1	Gj2A385T113.1	Gj9A661T111.1	Gj10A298T141.1				Gj3P324T17.1	Gj9P1099T16.1							Gj9A648T70.1			Gj9A517T10.1				Gj9A138T80.1	Gj9P5T18.1							Gj1X353T9.1								Gj2P352T10.1	
Gj1X370T1.1	Gj9P583T17.1	Gj7X388T121.1	Gj10P267T13.1	Gj9A1019T84.1	Gj5A18T108.1	Gj1P422T4.1	Gj9P645T23.1	Gj9P25T14.1	Gj9A1019T84.1	Gj8P392T12.1	Gj2A169T12.1	Gj9A246T61.1			Gj9A1019T84.1	Gj2A362T65.1	Gj10P302T16.1	Gj8X396T42.1	Gj11A94T16.1				Gj6X341T75.1	Gj11P395T9.1							Gj9A787T74.1			Gj2A433T87.1				Gj9P546T14.1	Gj10A305T64.1							Gj9P51T12.1								Gj9A890T75.1	
Gj1X426T29.1	Gj9P645T13.1	Gj9A1092T63.1	Gj11A368T76.1	Gj2A389T76.1	Gj5E278T1.1	Gj10P267T13.1	Gj9X919T25.1	Gj9X627T27.1	Gj2A389T76.1	Gj9A262T107.1	Gj2A349T89.1	Gj7X392T9.1			Gj2A389T76.1	Gj5A300T35.1	Gj11X407T58.1	Gj9A14T99.1	Gj7A290T14.1				Gj11X403T63.1	Gj7P3T7.1							Gj2P352T10.1			Gj2A476T22.1				Gj9P94T14.1	Gj11X432T33.1							Gj11A390T76.1									
Gj1X491T23.1	Gj9P6T14.1	Gj9A224T121.1	Gj2A169T12.1	Gj4E40T2.1	Gj7A401T155.1	Gj11A368T76.1	Gj6X341T73.1	Gj10A200T94.1	Gj4E40T2.1	Gj1A230T21.1	Gj2A365T42.1	Gj10A305T60.1			Gj4E40T2.1	Gj11A406T63.1	Gj9X132T39.1	Gj4P75T12.1	Gj9A176T57.1				Gj2A397T169.1	Gj10A295T86.1							Gj9A890T75.1			Gj2A405T87.1				Gj9A1031T82.1	Gj4A2T76.1							Gj9A87T88.1									
Gj1X529T37.1	Gj1A512T98.1	Gj9X944T34.1	Gj2A349T89.1	Gj4A96T29.1	Gj7X377T54.1	Gj2A169T12.1	Gj9P28T6.1	Gj11A393T56.1	Gj4A96T29.1	Gj1A471T54.1	Gj3A269T33.1	Gj9A114T75.1			Gj4A96T29.1	Gj9A937T21.1	Gj2A2T73.1	Gj9A661T112.1	Gj6A334T75.1				Gj9E794T0.1	Gj7X399T53.1										Gj9A136T74.1				Gj9A154T84.1	Gj7A358T53.1							Gj1P2T14.1									
Gj10A106T11.1	Gj1P321T5.1	Gj1P28T12.1	Gj2A365T42.1	Gj10P300T10.1	Gj9A1087T108.1	Gj2A349T89.1	Gj9P815T24.1	Gj3A60T76.1	Gj10P300T10.1	Gj11A351T54.1	Gj3A296T45.1	Gj10P121T10.1			Gj10P300T10.1	Gj8A67T82.1	Gj9P550T14.1	Gj9A905T86.1	Gj9P288T13.1				Gj10X187T36.1											Gj9A707T90.1				Gj9X603T61.1	Gj9P875T19.1							Gj10A159T51.1									
Gj10A177T24.1	Gj1P422T4.1	Gj11A437T86.1	Gj3A269T33.1	Gj9P536T7.1	Gj9A116T85.1	Gj2A365T42.1	Gj1A256T11.1	Gj8A380T70.1	Gj9P536T7.1	Gj6P321T15.1	Gj6A316T88.1	Gj1X497T90.1			Gj9P536T7.1	Gj4A457T51.1	Gj2P182T0.1	Gj2P335T13.1					Gj11X415T132.1											Gj9X825T78.1				Gj9X983T96.1	Gj9A794T79.1							Gj2A405T79.1									
Gj10A209T40.1	Gj10P267T13.1	Gj6A307T33.1	Gj3A296T45.1	Gj11X199T8.1	Gj9A232T71.1	Gj3A269T33.1	Gj10A151T46.1	Gj9A129T84.1	Gj11X199T8.1	Gj9A329T37.1	Gj9A116T85.1	Gj11A378T74.1			Gj11X199T8.1	Gj1A516T61.1	Gj2X368T76.1	Gj2P448T6.1					Gj9X1088T74.1															Gj2A311T45.1	Gj8A60T51.1							Gj6P327T11.1									
Gj10A244T73.1	Gj10X298T91.1	Gj8A369T48.1	Gj3P247T3.1	Gj9A604T97.1	Gj9A269T89.1	Gj3A296T45.1	Gj11X126T1.1	Gj9A540T107.1	Gj9A604T97.1	Gj11X415T39.1	Gj9A232T71.1	Gj9A1054T75.1			Gj9A604T97.1	Gj9A222T66.1	Gj9A673T129.1	Gj9A135T105.1					Gj4A26T43.1															Gj9P709T11.1	Gj9A199T75.1							Gj9P904T17.1									
Gj10A262T82.1	Gj11A368T76.1	Gj9P645T23.1	Gj6A316T88.1	Gj2P335T11.1	Gj9A694T109.1	Gj5A18T108.1	Gj3P99T3.1	Gj9A697T98.1	Gj2P335T11.1	Gj2A388T104.1	Gj9A269T89.1	Gj9A106T70.1			Gj2P335T11.1	Gj9X865T25.1	Gj9A132T81.1	Gj11A364T75.1					Gj6P6T10.1															Gj11A395T78.1	Gj9X545T24.1							Gj9A714T66.1									
Gj10A280T85.1	Gj2A169T12.1	Gj9X919T25.1	Gj7A401T155.1	Gj9A33T149.1	Gj9A773T94.1	Gj6A316T88.1	Gj7A388T141.1	Gj9P187T12.1	Gj9A33T149.1	Gj4A135T44.1	Gj9A66T129.1	Gj3A1T42.1			Gj9A33T149.1	Gj5A302T39.1	Gj9A715T71.1	Gj11X431T28.1					Gj1P44T15.1															Gj9X217T29.1	Gj9A56T96.1							Gj6P327T14.1									
Gj10A291T90.1	Gj2A349T89.1	Gj10A296T121.1	Gj9A116T85.1	Gj9A323T118.1	Gj9A787T86.1	Gj9A1087T108.1	Gj9A140T133.1	Gj9P235T16.1	Gj9A323T118.1	Gj8A248T6.1	Gj9A694T109.1	Gj10A253T74.1			Gj9A323T118.1	Gj9A215T110.1	Gj9X966T61.1	Gj4P22T14.1					Gj3P48T5.1															Gj9X674T67.1	Gj7A35T15.1							Gj8P281T2.1									
