Not-organelle-targeted	Organelle-targeted	Organelle-targeted_Interacting	Organelle-targeted_Non-interacting	Enzyme_Complexes	Mitochondria-targeted	Plastid-targeted	Mitochondria-targeted_Interacting	Mitochondria-targeted_Non-interacting	Mitochondria_Enzyme_Complexes	Plastid-targeted_Interacting	Plastid-targeted_Non-interacting	Plastid_Enzyme_Complexes	mt-DNA_RRR	mt-Mito_TAT	mt-Mitoribosome	mt-Mitoribosome;Large_Subunit	mt-Mitoribosome;Small_Subunit	mt-OXPHOS	mt-OXPHOS;Complex_I	mt-OXPHOS;Complex_III	mt-OXPHOS;Complex_IV	mt-OXPHOS;Complex_V	mt-PPR	mt-Transcription_and_Transcript_Maturation	mt-Transcription_and_Transcript_Maturation;Intron_Splicing	mt-Transcription_and_Transcript_Maturation;RNA_Polymerase	mt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	mt-Transcription_and_Transcript_Maturation;mTERF	mt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	mt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	mt-tRNA_Aminoacylation	pt-ACCase	pt-CLP	pt-Chlororibosome	pt-Chlororibosome;Large_Subunit	pt-Chlororibosome;Small_Subunit	pt-DNA_RRR	pt-PPR	pt-Photosynthesis	pt-Photosynthesis;ATP_Synthase	pt-Photosynthesis;Cytochrome_b6f	pt-Photosynthesis;NDH	pt-Photosynthesis;PSI	pt-Photosynthesis;PSII	pt-Photosynthesis;Rubisco	pt-Transcription_and_Transcript_Maturation	pt-Transcription_and_Transcript_Maturation;Intron_Splicing	pt-Transcription_and_Transcript_Maturation;RNA_Polymerase	pt-Transcription_and_Transcript_Maturation;Sigma_Factor	pt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	pt-Transcription_and_Transcript_Maturation;mTERF	pt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	pt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	pt-tRNA_Aminoacylation
Brast10G016100.1	Brast10G007800.1	Brast10G140100.1	Brast10G124800.1	Brast06G061500.1	Brast10G050900.1	Brast10G039500.1	Brast10G004000.1	Brast10G046800.1	Brast06G061500.1	Brast10G078100.1	Brast10G124800.1	Brast02G156800.1	Brast04G295700.1		Brast06G061500.1	Brast08G222900.1	Brast03G081700.1	Brast06G073400.1	Brast03G019900.1	Brast07G051000.1	Brast07G180200.1	Brast04G313100.1	Brast06G120800.1	Brast08G124900.1							Brast03G106800.1		Brast02G156800.1	Brast04G309000.1	Brast07G228600.1	Brast01G350600.1	Brast07G035100.1	Brast06G201600.1	Brast06G078700.1			Brast04G020000.1	Brast05G160300.1	Brast03G304000.1		Brast03G166100.1							Brast07G235400.1	Brast03G106800.1	
Brast10G081100.1	Brast10G050900.1	Brast10G150600.1	Brast10G086500.1	Brast06G172600.1	Brast10G040100.1	Brast10G124800.1	Brast10G067900.1	Brast10G109300.1	Brast06G172600.1	Brast10G140800.1	Brast10G086500.1	Brast02G177800.1	Brast04G087600.1		Brast06G172600.1	Brast04G140800.1	Brast03G143400.1	Brast06G011200.1	Brast03G212400.1	Brast02G349000.1	Brast07G022000.1	Brast01G227200.1	Brast06G147700.1	Brast08G226500.1							Brast03G168400.1		Brast02G177800.1	Brast04G230500.1	Brast07G204000.1		Brast07G211000.1	Brast06G196500.1	Brast06G227400.1			Brast05G122100.1	Brast05G249000.1	Brast03G007000.1		Brast03G131400.1							Brast02G371900.1	Brast03G168400.1	
Brast10G153300.1	Brast10G040100.1	Brast10G137000.1	Brast10G046800.1	Brast09G145400.1	Brast10G039500.1	Brast10G049600.1	Brast10G014800.1	Brast10G025300.1	Brast09G145400.1	Brast10G116100.1	Brast10G046800.1	Brast02G211800.1	Brast04G172700.1		Brast09G145400.1	Brast04G261000.1	Brast03G147600.1	Brast09G044100.1	Brast08G066100.1	Brast02G092600.1	Brast02G322300.1	Brast01G181000.1	Brast06G017200.1	Brast04G136400.1							Brast03G292800.1		Brast02G211800.1	Brast05G090400.1	Brast02G126400.1		Brast07G015500.1	Brast06G129600.1	Brast06G113000.1			Brast05G051700.1	Brast05G136900.1	Brast08G020700.1		Brast08G022600.1							Brast02G082700.1	Brast08G193900.1	
Brast10G175300.1	Brast10G001700.1	Brast10G004000.1	Brast10G109300.1	Brast09G036600.1	Brast10G124800.1	Brast10G086500.1	Brast10G014300.1	Brast10G120800.1	Brast09G036600.1	Brast10G151300.1	Brast10G109300.1	Brast02G104800.1	Brast05G068300.1		Brast09G036600.1	Brast04G209700.1	Brast08G052000.1	Brast09G083900.1	Brast08G041100.1	Brast01G152600.1		Brast01G004400.1	Brast06G194800.1	Brast04G007500.1							Brast08G193900.1		Brast02G104800.1	Brast07G228600.1	Brast02G140000.1		Brast07G101500.1	Brast06G101500.1	Brast06G228100.1			Brast02G135700.1	Brast07G109200.1	Brast08G020800.1		Brast08G124900.1							Brast01G262800.1	Brast04G133000.1	
Brast10G008100.1	Brast10G039500.1	Brast10G067900.1	Brast10G154800.1	Brast09G201200.1	Brast10G085200.1	Brast10G046800.1	Brast10G116100.1	Brast10G109100.1	Brast09G201200.1	Brast10G083700.1	Brast10G154800.1	Brast01G299500.1	Brast07G035100.1		Brast09G201200.1	Brast04G341600.1	Brast08G028500.1	Brast09G064300.1	Brast08G082300.1				Brast06G099400.1	Brast04G244900.1							Brast04G133000.1		Brast01G299500.1	Brast07G204000.1	Brast02G184800.1		Brast02G242400.1	Brast06G155300.1	Brast06G015500.1			Brast02G047900.1	Brast02G349400.1	Brast08G021100.1		Brast08G007500.1							Brast01G248600.1	Brast04G083100.1	
Brast10G151100.1	Brast10G124800.1	Brast10G093000.1	Brast10G025300.1	Brast03G176200.1	Brast10G086500.1	Brast10G109300.1	Brast10G053900.1	Brast10G008900.1	Brast03G176200.1	Brast10G065700.1	Brast10G025300.1	Brast01G136000.1	Brast07G231700.1		Brast03G176200.1	Brast04G014200.1	Brast08G062100.1	Brast03G067300.1	Brast08G186600.1				Brast06G071100.1	Brast05G255800.1							Brast04G083100.1		Brast01G136000.1	Brast07G136500.1	Brast02G020900.1		Brast02G355700.1	Brast06G153900.1	Brast06G058100.1			Brast01G066900.1	Brast02G326100.1	Brast08G020900.1		Brast08G005200.1								Brast04G325600.1	
Brast10G073100.1	Brast10G049600.1	Brast10G096300.1	Brast10G120800.1	Brast03G081700.1	Brast10G046800.1	Brast10G154800.1	Brast10G151300.1	Brast10G013200.1	Brast03G081700.1	Brast10G107800.1	Brast10G120800.1	Brast01G259100.1	Brast07G211000.1		Brast03G081700.1	Brast04G072100.1	Brast08G230900.1	Brast03G235400.1	Brast04G060900.1				Brast06G238300.1	Brast05G260200.1							Brast04G325600.1		Brast01G259100.1	Brast02G379300.1	Brast02G390200.1		Brast02G108100.1	Brast06G136600.1	Brast06G160300.1			Brast01G014900.1		Brast08G021000.1		Brast08G243100.1								Brast04G039700.1	
Brast10G028200.1	Brast10G085200.1	Brast10G014800.1	Brast10G092500.1	Brast03G119300.1	Brast10G127800.1	Brast10G025300.1	Brast10G080800.1	Brast10G157000.1	Brast03G119300.1	Brast06G147700.1	Brast10G092500.1	Brast10G125200.1	Brast07G101500.1		Brast03G119300.1	Brast04G199300.1	Brast08G032500.1	Brast03G003400.1	Brast04G192000.1				Brast06G043700.1	Brast07G176000.1							Brast04G039700.1			Brast02G276700.1	Brast02G022500.1		Brast02G385300.1	Brast06G070000.1	Brast06G227300.1			Brast01G035900.1		Brast04G157200.1		Brast08G158200.1								Brast05G210700.1	
Brast10G040300.1	Brast10G086500.1	Brast10G150100.1	Brast10G109100.1	Brast03G193700.1	Brast10G109300.1	Brast10G120800.1	Brast10G065700.1	Brast10G152300.1	Brast03G193700.1	Brast06G059400.1	Brast10G109100.1	Brast09G106600.1	Brast02G355700.1		Brast03G193700.1	Brast05G190300.1	Brast08G095400.1	Brast03G193100.1	Brast04G167300.1				Brast06G166300.1	Brast07G221900.1							Brast05G210700.1			Brast02G126400.1	Brast02G367200.1		Brast01G056100.1	Brast06G179000.1	Brast06G094500.1					Brast05G206700.1		Brast08G226500.1								Brast05G226600.1	
Brast10G012000.1	Brast10G046800.1	Brast10G125200.1	Brast10G008900.1	Brast03G143400.1	Brast10G025300.1	Brast10G092500.1	Brast10G185500.1	Brast10G150500.1	Brast03G143400.1	Brast06G205300.1	Brast10G008900.1	Brast09G269400.1	Brast02G108100.1		Brast03G143400.1	Brast05G273500.1	Brast04G217200.1	Brast03G304900.1	Brast04G203700.1				Brast06G201600.1	Brast02G364100.1							Brast05G226600.1			Brast02G320800.1	Brast02G098400.1		Brast01G022500.1	Brast06G228300.1	Brast06G207200.1					Brast05G063400.1		Brast08G016900.1								Brast07G002100.1	
Brast10G039800.1	Brast10G127800.1	Brast10G014300.1	Brast10G013200.1	Brast03G164700.1	Brast10G120800.1	Brast10G121400.1	Brast10G088900.1	Brast10G163500.1	Brast03G164700.1	Brast06G243200.1	Brast10G013200.1	Brast08G138700.1	Brast02G232700.1		Brast03G164700.1	Brast05G284800.1	Brast04G129200.1	Brast03G210100.1	Brast04G084300.1				Brast06G061600.1	Brast02G214700.1							Brast07G002100.1			Brast02G140000.1	Brast02G356400.1		Brast01G302000.1	Brast09G253800.1	Brast09G103400.1					Brast02G267200.1		Brast04G178400.1								Brast07G089200.1	
Brast10G178600.1	Brast10G109300.1	Brast10G078100.1	Brast10G157000.1	Brast03G147600.1	Brast10G121400.1	Brast10G109100.1	Brast10G125300.1	Brast10G121700.1	Brast03G147600.1	Brast06G194800.1	Brast10G157000.1	Brast08G249500.1	Brast01G070100.1		Brast03G147600.1	Brast05G170000.1	Brast04G134600.1	Brast03G019900.1	Brast04G185700.1				Brast06G023000.1	Brast02G130800.1							Brast07G089200.1			Brast02G184800.1	Brast01G193600.1		Brast01G071600.1	Brast09G013300.1	Brast09G038200.1					Brast02G225100.1		Brast04G211800.1								Brast02G088000.1	
Brast10G173300.1	Brast10G154800.1	Brast10G140800.1	Brast10G152300.1	Brast08G052000.1	Brast10G109100.1	Brast10G008900.1	Brast10G099700.1	Brast10G065600.1	Brast08G052000.1	Brast06G225800.1	Brast10G152300.1	Brast04G119100.1	Brast01G056100.1		Brast08G052000.1	Brast07G216800.1	Brast04G261600.1	Brast03G212400.1	Brast05G108600.1				Brast06G015000.1	Brast02G331700.1							Brast02G088000.1			Brast02G020900.1	Brast01G039800.1		Brast01G410900.1	Brast09G262400.1	Brast09G157600.1					Brast01G128600.1		Brast04G146700.1								Brast02G250300.1	
Brast10G044300.1	Brast10G025300.1	Brast10G116100.1	Brast10G150500.1	Brast08G028500.1	Brast10G008900.1	Brast10G013200.1	Brast10G066200.1	Brast10G175700.1	Brast08G028500.1	Brast06G194400.1	Brast10G150500.1	Brast04G099800.1	Brast01G022500.1		Brast08G028500.1	Brast07G169400.1	Brast04G136300.1	Brast03G256400.1	Brast05G214000.1				Brast06G046000.1	Brast01G328300.1							Brast02G250300.1			Brast02G390200.1	Brast01G239600.1			Brast09G197600.1	Brast09G074300.1							Brast04G222400.1								Brast01G321900.1	
Brast10G001600.1	Brast10G120800.1	Brast10G053900.1	Brast10G163500.1	Brast08G062100.1	Brast10G013200.1	Brast10G157000.1	Brast06G217600.1	Brast10G156300.1	Brast08G062100.1	Brast06G099400.1	Brast10G163500.1	Brast04G270400.1	Brast01G302000.1		Brast08G062100.1	Brast07G007900.1	Brast04G334300.1	Brast03G123200.1	Brast05G222200.1				Brast06G065200.1	Brast01G328500.1							Brast01G321900.1			Brast02G160200.1	Brast01G206600.1			Brast09G113300.1	Brast03G045800.1							Brast04G047600.1								Brast01G402100.1	
Brast10G079400.1	Brast10G092500.1	Brast10G151300.1	Brast10G121700.1	Brast08G230900.1	Brast10G157000.1	Brast10G152300.1	Brast06G065400.1	Brast10G065000.1	Brast08G230900.1	Brast06G096200.1	Brast10G121700.1	Brast04G052400.1	Brast01G071600.1		Brast08G230900.1	Brast02G270500.1	Brast04G196100.1	Brast08G066100.1	Brast05G164400.1				Brast06G153900.1	Brast01G248600.1							Brast01G402100.1			Brast02G078700.1	Brast01G114400.1			Brast09G120300.1	Brast03G304000.1							Brast05G213600.1								Brast01G363000.1	
Brast10G095600.1	Brast10G121400.1	Brast10G080800.1	Brast10G065600.1	Brast08G207500.1	Brast10G152300.1	Brast10G150500.1	Brast06G121500.1	Brast10G095000.1	Brast08G207500.1	Brast06G102200.1	Brast10G175700.1	Brast04G023400.1	Brast01G202500.1		Brast08G207500.1	Brast02G076200.1	Brast05G005500.1	Brast08G054600.1	Brast05G279800.1				Brast06G006200.1	Brast01G353900.1							Brast01G363000.1			Brast02G022500.1	Brast01G146400.1			Brast09G182700.1	Brast03G074100.1							Brast05G075200.1								Brast01G150100.1	
Brast10G167200.1	Brast10G109100.1	Brast10G083700.1	Brast10G175700.1	Brast08G222900.1	Brast10G150500.1	Brast10G163500.1	Brast06G102100.1	Brast10G082500.1	Brast08G222900.1	Brast06G125400.1	Brast10G058700.1	Brast04G309000.1	Brast01G024100.1		Brast08G222900.1	Brast02G213800.1	Brast05G251500.1	Brast08G127000.1	Brast07G179800.1				Brast06G136600.1								Brast01G150100.1			Brast02G367200.1				Brast09G160900.1	Brast03G238000.1							Brast05G255800.1								Brast01G412500.1	
Brast10G117700.1	Brast10G008900.1	Brast10G065700.1	Brast10G058700.1	Brast08G032500.1	Brast10G163500.1	Brast10G037800.1	Brast06G120800.1	Brast10G001300.1	Brast08G032500.1	Brast06G238300.1	Brast10G065000.1	Brast04G230500.1			Brast08G032500.1	Brast02G133100.1	Brast05G232800.1	Brast08G041100.1	Brast07G236700.1				Brast06G112800.1								Brast01G412500.1			Brast02G098400.1				Brast03G083100.1	Brast03G091700.1							Brast05G157100.1									
Brast10G083000.1	Brast10G013200.1	Brast10G107800.1	Brast10G156300.1	Brast08G095400.1	Brast10G121700.1	Brast10G121700.1	Brast06G147700.1	Brast10G076700.1	Brast08G095400.1	Brast06G078700.1	Brast10G082500.1	Brast05G090400.1			Brast08G095400.1	Brast01G285000.1	Brast07G107300.1	Brast08G237700.1	Brast02G266400.1				Brast06G246300.1											Brast02G356400.1				Brast03G276100.1	Brast03G114700.1							Brast05G260200.1									
Brast10G015600.1	Brast10G157000.1	Brast10G185500.1	Brast10G065000.1	Brast04G217200.1	Brast10G065600.1	Brast10G140100.1	Brast06G034300.1	Brast10G186300.1	Brast04G217200.1	Brast06G122800.1	Brast10G001300.1	Brast07G228600.1			Brast04G217200.1	Brast01G115700.1	Brast07G139100.1	Brast08G082300.1	Brast02G158800.1				Brast06G018400.1											Brast01G193600.1				Brast03G141100.1	Brast03G007000.1							Brast05G161900.1									
Brast10G104600.1	Brast10G152300.1	Brast10G088900.1	Brast10G095000.1	Brast04G129200.1	Brast10G140100.1	Brast10G175700.1	Brast06G017200.1	Brast10G070300.1	Brast04G129200.1	Brast06G201600.1	Brast10G076700.1	Brast07G204000.1			Brast04G129200.1	Brast01G324500.1	Brast07G002900.1	Brast08G033000.1	Brast02G282800.1				Brast06G051900.1											Brast01G039800.1				Brast03G149400.1	Brast08G020700.1							Brast07G116000.1									
Brast10G069900.1	Brast10G150500.1	Brast10G125300.1	Brast10G082500.1	Brast04G140800.1	Brast10G175700.1	Brast10G058700.1	Brast06G166700.1	Brast10G140700.1	Brast04G140800.1	Brast06G196500.1	Brast10G165900.1	Brast07G136500.1			Brast04G140800.1	Brast01G122000.1	Brast07G030000.1	Brast08G047900.1	Brast02G146400.1				Brast06G179000.1											Brast01G184200.1				Brast03G280200.1	Brast08G020800.1							Brast07G101600.1									
Brast10G132700.1	Brast10G163500.1	Brast10G099700.1	Brast10G001300.1	Brast04G134600.1	Brast10G156300.1	Brast10G065000.1	Brast06G174600.1	Brast10G051800.1	Brast04G134600.1	Brast06G227400.1	Brast10G070300.1	Brast02G379300.1			Brast04G134600.1	Brast01G059100.1	Brast07G030800.1	Brast08G186600.1	Brast02G075600.1				Brast06G228300.1											Brast01G239600.1				Brast03G106300.1	Brast08G021100.1							Brast07G235400.1									
Brast10G153900.1	Brast10G037800.1	Brast10G066200.1	Brast10G076700.1	Brast04G261600.1	Brast10G065000.1	Brast10G082500.1	Brast06G194800.1	Brast10G120600.1	Brast04G261600.1	Brast06G113000.1	Brast10G140700.1	Brast02G276700.1			Brast04G261600.1	Brast01G119900.1	Brast02G036400.1	Brast08G098100.1	Brast02G027100.1				Brast09G096000.1											Brast01G350600.1				Brast03G219800.1	Brast08G020900.1							Brast02G364100.1									
