#Gene	Overall Prediction	TargetP	iPSORT	LOCALIZER	Predotar
Brahy.D05G0300900.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Brahy.D05G0289100.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0197300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0169400.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Brahy.D05G0356600.1	dual	dual	mitochondrial	non-organellar	non-organellar
Brahy.D05G0240700.1	dual	dual	mitochondrial	plastid	non-organellar
Brahy.D05G0230700.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0234500.1	dual	non-organellar	non-organellar	dual	non-organellar
Brahy.D05G0370600.1	dual	dual	mitochondrial	mitochondrial	mitochondrial
Brahy.D05G0237100.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0142100.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Brahy.D05G0294000.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0356300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0151600.1	plastid	non-organellar	non-organellar	plastid	non-organellar
Brahy.D05G0190100.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0252500.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0134100.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0223600.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0207300.1	mitochondrial	non-organellar	mitochondrial	mitochondrial	mitochondrial
Brahy.D05G0229300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0214800.1	dual	plastid	non-organellar	plastid	dual
Brahy.D05G0285000.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0141900.1	plastid	plastid	plastid	non-organellar	non-organellar
Brahy.D05G0284800.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0123600.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0020000.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0115100.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0241700.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0368700.1	plastid	non-organellar	plastid	plastid	non-organellar
Brahy.D05G0126500.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0234300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0176900.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0335200.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0368800.1	dual	mitochondrial	plastid	non-organellar	non-organellar
Brahy.D05G0057800.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Brahy.D05G0321400.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0334700.1	dual	plastid	mitochondrial	non-organellar	non-organellar
Brahy.D05G0313700.1	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Brahy.D05G0242500.1	plastid	plastid	non-organellar	non-organellar	non-organellar
Brahy.D05G0035100.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Brahy.D05G0014600.1	dual	dual	mitochondrial	mitochondrial	mitochondrial
Brahy.D05G0288900.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Brahy.D05G0054900.1	mitochondrial	mitochondrial	non-organellar	mitochondrial	non-organellar
Brahy.D05G0335000.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0063100.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0231000.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Brahy.D05G0129100.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0247000.1	dual	dual	plastid	plastid	non-organellar
Brahy.D05G0119700.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0213400.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Brahy.D05G0215600.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0296500.1	dual	dual	plastid	plastid	non-organellar
Brahy.D05G0238500.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0307000.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0347900.1	plastid	plastid	non-organellar	non-organellar	non-organellar
Brahy.D05G0239900.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0369700.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0014100.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0004900.1	plastid	plastid	non-organellar	non-organellar	non-organellar
Brahy.D05G0182400.1	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Brahy.D05G0227500.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0146200.1	dual	plastid	mitochondrial	non-organellar	non-organellar
Brahy.D05G0355000.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0203500.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0368000.1	plastid	plastid	plastid	non-organellar	plastid
Brahy.D05G0334000.1	dual	dual	mitochondrial	mitochondrial	non-organellar
Brahy.D05G0359900.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0167300.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Brahy.D05G0327100.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0264000.1	plastid	plastid	non-organellar	non-organellar	non-organellar
Brahy.D05G0139500.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	mitochondrial
Brahy.D05G0054500.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Brahy.D05G0350200.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0335700.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0118800.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0365100.1	dual	dual	non-organellar	mitochondrial	non-organellar
Brahy.D05G0247600.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0330700.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0358300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0259700.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0069800.1	dual	dual	plastid	plastid	non-organellar
Brahy.D05G0329800.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Brahy.D05G0298100.1	plastid	plastid	non-organellar	non-organellar	non-organellar
Brahy.D05G0367900.1	dual	mitochondrial	plastid	plastid	non-organellar
Brahy.D05G0069400.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0264500.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0348100.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0286800.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0293300.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Brahy.D05G0301100.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Brahy.D05G0097600.1	dual	dual	mitochondrial	mitochondrial	mitochondrial
Brahy.D05G0173700.1	plastid	plastid	non-organellar	non-organellar	non-organellar
Brahy.D05G0050800.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Brahy.D05G0185300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0031000.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0341300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0238400.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0144600.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0195400.1	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Brahy.D05G0348700.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0113200.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0016200.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0215100.1	dual	dual	mitochondrial	plastid	non-organellar
Brahy.D05G0167600.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0365000.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0274100.1	dual	dual	mitochondrial	mitochondrial	mitochondrial
Brahy.D05G0116500.1	dual	dual	plastid	plastid	plastid
Brahy.D05G0217500.1	dual	dual	plastid	plastid	plastid
Brahy.D05G0284900.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Brahy.D05G0258800.1	plastid	plastid	non-organellar	plastid	non-organellar
Brahy.D05G0061700.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0304000.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0361000.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0292800.1	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Brahy.D05G0103100.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0200200.1	plastid	non-organellar	non-organellar	plastid	non-organellar
Brahy.D05G0157600.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0211500.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0151000.1	dual	dual	mitochondrial	plastid	mitochondrial
Brahy.D05G0063000.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0025800.1	dual	dual	mitochondrial	dual	plastid
Brahy.D05G0313200.1	dual	dual	mitochondrial	non-organellar	non-organellar
Brahy.D05G0348800.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0120200.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0305800.1	dual	dual	mitochondrial	dual	mitochondrial
Brahy.D05G0189300.1	plastid	non-organellar	non-organellar	plastid	non-organellar
Brahy.D05G0052900.1	dual	dual	plastid	plastid	dual
Brahy.D05G0134400.1	dual	plastid	plastid	plastid	dual
Brahy.D05G0254400.1	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Brahy.D05G0150100.1	dual	dual	mitochondrial	plastid	non-organellar
Brahy.D05G0135200.1	dual	dual	plastid	non-organellar	non-organellar
Brahy.D05G0274900.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0032600.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Brahy.D05G0224900.1	dual	dual	mitochondrial	mitochondrial	non-organellar
Brahy.D05G0321100.1	dual	dual	mitochondrial	non-organellar	non-organellar
Brahy.D05G0132900.1	dual	dual	plastid	plastid	non-organellar
Brahy.D05G0128900.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0185100.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Brahy.D05G0032700.1	plastid	plastid	plastid	plastid	plastid
Brahy.D05G0268100.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0235200.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Brahy.D05G0136800.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0252800.1	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Brahy.D05G0150500.1	dual	mitochondrial	plastid	non-organellar	non-organellar
Brahy.D05G0153400.1	dual	dual	mitochondrial	non-organellar	non-organellar
Brahy.D05G0139300.1	plastid	plastid	non-organellar	plastid	non-organellar
Brahy.D05G0007900.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Brahy.D05G0222500.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Brahy.D05G0059800.1	dual	dual	mitochondrial	mitochondrial	non-organellar
Brahy.D05G0041600.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	mitochondrial
Brahy.D05G0312100.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0164700.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0300200.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0002200.1	dual	non-organellar	mitochondrial	plastid	non-organellar
Brahy.D05G0288700.1	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Brahy.D05G0267200.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0165900.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0044400.1	plastid	plastid	non-organellar	non-organellar	non-organellar
Brahy.D05G0009100.1	plastid	plastid	plastid	non-organellar	non-organellar
Brahy.D05G0085700.1	plastid	plastid	plastid	plastid	non-organellar
Brahy.D05G0056100.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0310000.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0213800.1	dual	dual	plastid	plastid	plastid
Brahy.D05G0216000.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	mitochondrial
Brahy.D05G0364600.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0058600.1	dual	dual	mitochondrial	non-organellar	non-organellar
Brahy.D05G0112900.1	plastid	non-organellar	non-organellar	plastid	non-organellar
Brahy.D05G0204600.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Brahy.D05G0129300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0143600.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0271900.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0108000.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0149300.1	plastid	plastid	plastid	non-organellar	non-organellar
Brahy.D05G0166100.1	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Brahy.D05G0133600.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0310700.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0190800.1	dual	dual	plastid	plastid	non-organellar
Brahy.D05G0088700.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0163400.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Brahy.D05G0075100.1	dual	dual	plastid	non-organellar	non-organellar
Brahy.D05G0037000.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0263300.1	dual	dual	plastid	plastid	plastid
Brahy.D05G0090700.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0005200.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0092600.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0020800.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Brahy.D05G0130000.1	dual	dual	mitochondrial	mitochondrial	non-organellar
Brahy.D05G0164100.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Brahy.D05G0096200.1	dual	dual	plastid	plastid	plastid
Brahy.D05G0249200.1	plastid	plastid	plastid	non-organellar	non-organellar
Brahy.D05G0166300.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Brahy.D05G0195800.1	dual	dual	mitochondrial	dual	mitochondrial
Brahy.D05G0369900.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0229000.1	dual	dual	plastid	plastid	non-organellar
Brahy.D05G0103600.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Brahy.D05G0021600.1	dual	dual	plastid	plastid	non-organellar
Brahy.D05G0370300.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Brahy.D05G0354300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0219400.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0288100.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	mitochondrial
Brahy.D05G0079100.1	plastid	plastid	non-organellar	non-organellar	non-organellar
Brahy.D05G0102400.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0034800.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0038200.1	dual	dual	mitochondrial	dual	mitochondrial
Brahy.D05G0296800.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0044200.1	dual	dual	plastid	plastid	non-organellar
Brahy.D05G0241100.1	dual	plastid	mitochondrial	non-organellar	non-organellar
Brahy.D05G0120500.1	dual	mitochondrial	plastid	non-organellar	non-organellar
Brahy.D05G0156000.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0034400.1	dual	dual	plastid	plastid	plastid
Brahy.D05G0213000.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0078300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0010300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0348400.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0303000.1	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Brahy.D05G0347800.1	dual	plastid	mitochondrial	plastid	plastid
Brahy.D05G0148800.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Brahy.D05G0111600.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0075500.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Brahy.D05G0359700.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Brahy.D05G0350900.1	plastid	plastid	plastid	plastid	non-organellar
Brahy.D05G0157300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0090600.1	plastid	non-organellar	plastid	non-organellar	plastid
Brahy.D05G0274800.1	dual	dual	mitochondrial	dual	mitochondrial
Brahy.D05G0317800.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0245700.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Brahy.D05G0150400.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Brahy.D05G0232000.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0072800.1	dual	dual	plastid	plastid	non-organellar
Brahy.D05G0231600.1	dual	dual	mitochondrial	non-organellar	non-organellar
Brahy.D05G0069000.1	dual	dual	mitochondrial	dual	dual
Brahy.D05G0113300.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Brahy.D05G0328300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0349700.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Brahy.D05G0087200.1	plastid	non-organellar	non-organellar	plastid	non-organellar
Brahy.D05G0204400.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Brahy.D05G0076000.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0186400.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0253800.1	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Brahy.D05G0008900.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0001800.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0269300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0008500.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0051600.1	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Brahy.D05G0196900.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0097100.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0264100.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0345200.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0050700.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0135000.1	dual	dual	plastid	non-organellar	non-organellar
Brahy.D05G0218700.1	dual	dual	mitochondrial	mitochondrial	non-organellar
Brahy.D05G0045600.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0302200.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Brahy.D05G0300400.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Brahy.D05G0332600.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0017200.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0038500.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0356400.1	dual	plastid	mitochondrial	plastid	non-organellar
Brahy.D05G0307800.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Brahy.D05G0237700.1	dual	mitochondrial	plastid	non-organellar	non-organellar
Brahy.D05G0314200.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Brahy.D05G0062400.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Brahy.D05G0325300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.D05G0253400.1	plastid	plastid	non-organellar	non-organellar	non-organellar
