#Gene	Overall Prediction	TargetP	iPSORT	LOCALIZER	Predotar
Brahy.S06G0241700.1	dual	dual	mitochondrial	mitochondrial	mitochondrial
Brahy.S06G0112500.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0077100.1	dual	dual	mitochondrial	dual	mitochondrial
Brahy.S06G0119000.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Brahy.S06G0177500.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0098600.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0229600.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0139200.1	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Brahy.S06G0016600.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0111200.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0223600.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0038700.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0233500.1	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Brahy.S06G0182100.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0252100.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0070500.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0109300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0167300.1	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Brahy.S06G0105200.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0040800.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0165100.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0192000.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0152200.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0229700.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Brahy.S06G0065500.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0258800.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0171100.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Brahy.S06G0010400.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0006500.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0230500.1	dual	dual	non-organellar	non-organellar	non-organellar
Brahy.S06G0026500.1	dual	dual	plastid	plastid	plastid
Brahy.S06G0126300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0140400.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0107100.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0212700.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Brahy.S06G0172600.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Brahy.S06G0066100.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Brahy.S06G0134200.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Brahy.S06G0157300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0165800.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0123100.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Brahy.S06G0207400.1	dual	dual	non-organellar	non-organellar	plastid
Brahy.S06G0123900.1	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Brahy.S06G0051500.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Brahy.S06G0260800.1	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Brahy.S06G0112900.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0251800.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Brahy.S06G0189900.1	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Brahy.S06G0178000.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0003500.1	dual	mitochondrial	mitochondrial	plastid	non-organellar
Brahy.S06G0268300.1	plastid	plastid	non-organellar	non-organellar	non-organellar
Brahy.S06G0223100.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0054600.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	mitochondrial
Brahy.S06G0040900.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Brahy.S06G0240600.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0093200.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0195600.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0008800.1	dual	mitochondrial	plastid	mitochondrial	non-organellar
Brahy.S06G0227200.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0142500.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0151600.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0192300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0072200.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0116500.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0206600.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0261200.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0226300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0135600.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0225100.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Brahy.S06G0100100.1	plastid	plastid	non-organellar	non-organellar	non-organellar
Brahy.S06G0233800.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0196600.1	dual	dual	mitochondrial	mitochondrial	mitochondrial
Brahy.S06G0050700.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0002400.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0032900.1	dual	dual	mitochondrial	mitochondrial	mitochondrial
Brahy.S06G0119500.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0054200.1	plastid	plastid	non-organellar	non-organellar	non-organellar
Brahy.S06G0118600.1	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Brahy.S06G0200700.1	dual	dual	plastid	dual	non-organellar
Brahy.S06G0202200.1	dual	dual	mitochondrial	mitochondrial	mitochondrial
Brahy.S06G0245200.1	dual	dual	mitochondrial	plastid	dual
Brahy.S06G0256200.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0070100.1	plastid	non-organellar	plastid	non-organellar	plastid
Brahy.S06G0269900.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0100700.1	plastid	plastid	plastid	non-organellar	non-organellar
Brahy.S06G0102700.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Brahy.S06G0132500.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Brahy.S06G0187800.1	dual	dual	mitochondrial	mitochondrial	non-organellar
Brahy.S06G0210500.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0060900.1	mitochondrial	mitochondrial	non-organellar	non-organellar	mitochondrial
Brahy.S06G0012400.1	dual	dual	mitochondrial	non-organellar	non-organellar
Brahy.S06G0250800.1	plastid	plastid	non-organellar	non-organellar	non-organellar
Brahy.S06G0106900.1	plastid	plastid	non-organellar	non-organellar	non-organellar
Brahy.S06G0091100.1	plastid	non-organellar	non-organellar	plastid	non-organellar
Brahy.S06G0024000.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0053800.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Brahy.S06G0255900.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0061800.1	dual	plastid	mitochondrial	non-organellar	plastid
Brahy.S06G0147500.1	plastid	plastid	non-organellar	non-organellar	non-organellar
Brahy.S06G0163500.1	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Brahy.S06G0175500.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0211100.1	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Brahy.S06G0124800.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0199800.1	plastid	non-organellar	plastid	plastid	non-organellar
Brahy.S06G0179400.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Brahy.S06G0224000.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0078600.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0149800.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0164400.1	dual	dual	mitochondrial	mitochondrial	mitochondrial
Brahy.S06G0139400.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0237400.1	plastid	plastid	non-organellar	non-organellar	non-organellar
Brahy.S06G0244400.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Brahy.S06G0122000.1	dual	dual	plastid	non-organellar	non-organellar
Brahy.S06G0165900.1	plastid	plastid	non-organellar	plastid	non-organellar
Brahy.S06G0268700.1	plastid	plastid	non-organellar	non-organellar	non-organellar
Brahy.S06G0058400.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0164300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0021700.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0122500.1	dual	dual	non-organellar	non-organellar	non-organellar
Brahy.S06G0118400.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0267400.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0063300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0194000.1	dual	dual	plastid	plastid	plastid
Brahy.S06G0259200.1	mitochondrial	mitochondrial	non-organellar	mitochondrial	non-organellar
Brahy.S06G0115000.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0149900.1	dual	dual	plastid	non-organellar	non-organellar
Brahy.S06G0177000.1	plastid	non-organellar	plastid	plastid	non-organellar
Brahy.S06G0011000.1	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Brahy.S06G0000600.1	dual	dual	mitochondrial	mitochondrial	non-organellar
Brahy.S06G0137900.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0268400.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Brahy.S06G0111900.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0042300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0238300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0201200.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0214200.1	dual	dual	plastid	plastid	dual
Brahy.S06G0225800.1	dual	plastid	mitochondrial	plastid	non-organellar
Brahy.S06G0197500.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Brahy.S06G0206000.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Brahy.S06G0266000.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Brahy.S06G0184800.1	plastid	plastid	plastid	plastid	plastid
Brahy.S06G0189600.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Brahy.S06G0198500.1	mitochondrial	mitochondrial	non-organellar	mitochondrial	non-organellar
Brahy.S06G0213400.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Brahy.S06G0216000.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0128200.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0168700.1	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Brahy.S06G0233400.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0144900.1	plastid	plastid	plastid	plastid	plastid
Brahy.S06G0079200.1	dual	mitochondrial	plastid	non-organellar	non-organellar
Brahy.S06G0133600.1	dual	dual	mitochondrial	mitochondrial	non-organellar
Brahy.S06G0203000.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0056900.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Brahy.S06G0060800.1	dual	dual	plastid	plastid	plastid
Brahy.S06G0092400.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0067900.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0060700.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0264400.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0152400.1	dual	dual	mitochondrial	plastid	non-organellar
Brahy.S06G0016700.1	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Brahy.S06G0166400.1	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
Brahy.S06G0008100.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0069500.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0116900.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0182400.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0134900.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0139000.1	dual	dual	plastid	plastid	plastid
Brahy.S06G0183300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0083300.1	dual	dual	mitochondrial	plastid	plastid
Brahy.S06G0048000.1	dual	dual	mitochondrial	dual	non-organellar
Brahy.S06G0021100.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Brahy.S06G0181000.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0184000.1	plastid	plastid	non-organellar	non-organellar	non-organellar
Brahy.S06G0180300.1	dual	dual	mitochondrial	plastid	non-organellar
Brahy.S06G0038600.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0189300.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Brahy.S06G0204800.1	plastid	plastid	non-organellar	plastid	non-organellar
Brahy.S06G0001900.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0211800.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Brahy.S06G0138500.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Brahy.S06G0162200.1	plastid	plastid	plastid	plastid	plastid
Brahy.S06G0027800.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0256700.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Brahy.S06G0210700.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0250900.1	dual	dual	plastid	plastid	plastid
Brahy.S06G0229000.1	dual	mitochondrial	plastid	plastid	non-organellar
Brahy.S06G0263100.1	plastid	plastid	non-organellar	non-organellar	non-organellar
Brahy.S06G0081300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0008900.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0238700.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0244500.1	dual	mitochondrial	non-organellar	plastid	non-organellar
Brahy.S06G0219700.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0259000.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Brahy.S06G0200200.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0221900.1	plastid	plastid	non-organellar	non-organellar	non-organellar
Brahy.S06G0251300.1	dual	plastid	mitochondrial	plastid	N/A
Brahy.S06G0070800.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0187400.1	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Brahy.S06G0098300.1	dual	dual	mitochondrial	non-organellar	non-organellar
Brahy.S06G0150900.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Brahy.S06G0143500.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0084600.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0044400.1	plastid	plastid	plastid	plastid	plastid
Brahy.S06G0038500.1	plastid	plastid	non-organellar	non-organellar	non-organellar
Brahy.S06G0061900.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0220900.1	dual	dual	non-organellar	non-organellar	non-organellar
Brahy.S06G0256800.1	plastid	plastid	plastid	plastid	plastid
Brahy.S06G0073100.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Brahy.S06G0251600.1	plastid	plastid	plastid	plastid	plastid
Brahy.S06G0175000.1	plastid	plastid	non-organellar	non-organellar	non-organellar
Brahy.S06G0162400.1	plastid	plastid	non-organellar	non-organellar	non-organellar
Brahy.S06G0082900.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Brahy.S06G0246000.1	dual	dual	plastid	plastid	non-organellar
Brahy.S06G0027500.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Brahy.S06G0177300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0224900.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0179000.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0036900.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0045600.1	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Brahy.S06G0173500.1	dual	mitochondrial	plastid	non-organellar	N/A
Brahy.S06G0194300.1	dual	dual	plastid	plastid	non-organellar
Brahy.S06G0113200.1	plastid	plastid	plastid	plastid	non-organellar
Brahy.S06G0005400.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0129900.1	dual	dual	mitochondrial	mitochondrial	non-organellar
Brahy.S06G0109100.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0260000.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0193400.1	dual	plastid	mitochondrial	plastid	non-organellar
Brahy.S06G0144400.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0069900.1	dual	plastid	mitochondrial	plastid	plastid
Brahy.S06G0152600.1	dual	dual	mitochondrial	plastid	N/A
Brahy.S06G0042200.1	plastid	non-organellar	plastid	plastid	non-organellar
Brahy.S06G0125600.1	plastid	plastid	plastid	plastid	non-organellar
Brahy.S06G0239100.1	plastid	plastid	plastid	plastid	non-organellar
Brahy.S06G0217300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0131000.1	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Brahy.S06G0133400.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0118100.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0112000.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Brahy.S06G0240700.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0098900.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0092800.1	dual	dual	plastid	non-organellar	non-organellar
Brahy.S06G0081200.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0109700.1	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Brahy.S06G0265500.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0162900.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0071800.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Brahy.S06G0145300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0038000.1	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Brahy.S06G0143000.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0185900.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0191200.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0143600.1	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Brahy.S06G0043300.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0264600.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Brahy.S06G0088800.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0043900.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0031800.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0180100.1	plastid	plastid	plastid	plastid	non-organellar
Brahy.S06G0231800.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0118500.1	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Brahy.S06G0209500.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0117500.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0007600.1	plastid	plastid	non-organellar	non-organellar	non-organellar
Brahy.S06G0222500.1	plastid	plastid	plastid	non-organellar	non-organellar
Brahy.S06G0106400.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0162600.1	dual	dual	mitochondrial	non-organellar	non-organellar
Brahy.S06G0090600.1	plastid	non-organellar	plastid	non-organellar	non-organellar
Brahy.S06G0186100.1	dual	dual	mitochondrial	non-organellar	non-organellar
Brahy.S06G0057300.1	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Brahy.S06G0046400.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0004800.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0067600.1	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Brahy.S06G0072700.1	plastid	plastid	non-organellar	non-organellar	non-organellar
