#Gene	Overall Prediction	TargetP	iPSORT	LOCALIZER	Predotar
TuG1812G0100000187	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
TuG1812G0100000188	dual	dual	mitochondrial	plastid	N/A
TuG1812G0100000189	plastid	plastid	non-organellar	non-organellar	non-organellar
TuG1812G0100000190	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000191	dual	dual	plastid	plastid	N/A
TuG1812G0100000010	dual	mitochondrial	plastid	non-organellar	non-organellar
TuG1812G0100000009	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000008	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000007	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000020	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000019	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000018	dual	mitochondrial	non-organellar	plastid	non-organellar
TuG1812G0100000021	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000022	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0300001850	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0300001851	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0300001848	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000806	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
TuG1812G0100000805	plastid	non-organellar	plastid	non-organellar	non-organellar
TuG1812G0100000844	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000031	dual	dual	plastid	plastid	dual
TuG1812G0100000032	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000033	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000034	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000035	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000037	dual	dual	plastid	non-organellar	plastid
TuG1812G0100000036	dual	dual	non-organellar	plastid	non-organellar
TuG1812G0100000038	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000039	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000040	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
TuG1812G0100000023	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
TuG1812G0100000024	dual	dual	mitochondrial	mitochondrial	non-organellar
TuG1812G0100000080	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000079	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000078	dual	dual	mitochondrial	mitochondrial	non-organellar
TuG1812G0100000077	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000076	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000075	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000074	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
TuG1812G0100000073	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000072	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
TuG1812G0100000071	dual	mitochondrial	plastid	non-organellar	non-organellar
TuG1812G0100000070	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000069	mitochondrial	non-organellar	non-organellar	mitochondrial	N/A
TuG1812G0100000068	plastid	non-organellar	plastid	non-organellar	non-organellar
TuG1812G0100000067	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
TuG1812G0100000030	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000029	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000028	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
TuG1812G0100000027	dual	dual	non-organellar	plastid	non-organellar
TuG1812G0100000026	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
TuG1812G0100000176	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TuG1812G0100000343	plastid	non-organellar	non-organellar	plastid	non-organellar
TuG1812G0100000342	plastid	plastid	non-organellar	non-organellar	non-organellar
TuG1812G0100000341	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000235	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TuG1812G0100000333	dual	dual	plastid	non-organellar	N/A
TuG1812G0100000335	dual	dual	mitochondrial	non-organellar	non-organellar
TuG1812G0100000336	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000334	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000264	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000263	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000262	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000261	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000260	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000259	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000258	dual	dual	mitochondrial	mitochondrial	plastid
TuG1812G0100000257	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000256	plastid	non-organellar	plastid	non-organellar	non-organellar
TuG1812G0100000255	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000253	dual	dual	mitochondrial	plastid	non-organellar
TuG1812G0100000254	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
TuG1812G0100000252	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000251	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000250	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000249	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000248	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
TuG1812G0100000247	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
TuG1812G0100000246	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000521	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
TuG1812G0700000746	dual	dual	mitochondrial	non-organellar	non-organellar
TuG1812G0100000236	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000237	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000238	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000239	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TuG1812G0100000240	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
TuG1812G0100000241	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000242	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000243	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000244	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000272	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
TuG1812G0100000271	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000270	dual	mitochondrial	plastid	non-organellar	non-organellar
TuG1812G0100000269	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000268	dual	dual	mitochondrial	mitochondrial	mitochondrial
TuG1812G0100000267	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000266	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000265	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000315	plastid	non-organellar	plastid	non-organellar	non-organellar
TuG1812G0100000314	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000313	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000310	plastid	non-organellar	plastid	non-organellar	non-organellar
TuG1812G0100000312	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000311	dual	dual	plastid	plastid	plastid
TuG1812G0100000192	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000193	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000194	plastid	non-organellar	plastid	non-organellar	N/A
TuG1812G0100000195	plastid	non-organellar	plastid	plastid	non-organellar
TuG1812G0100000196	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000162	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000163	plastid	non-organellar	plastid	non-organellar	non-organellar
TuG1812G0100000164	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000165	plastid	non-organellar	plastid	non-organellar	non-organellar
TuG1812G0100000166	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TuG1812G0400002026	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TuG1812G0100000119	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000120	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000121	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
TuG1812G0100000245	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000220	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TuG1812G0100000221	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
TuG1812G0100000222	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
TuG1812G0100000223	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000224	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000225	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
TuG1812G0100000226	dual	dual	mitochondrial	dual	non-organellar
TuG1812G0100000227	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000152	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000151	dual	mitochondrial	plastid	non-organellar	non-organellar
TuG1812G0100000127	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
TuG1812G0100000126	dual	dual	mitochondrial	non-organellar	N/A
TuG1812G0100003671	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100003670	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100003669	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100003668	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100003667	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100003666	plastid	plastid	plastid	plastid	plastid
TuG1812G0100003665	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100003664	dual	dual	plastid	plastid	non-organellar
TuG1812G0100003663	dual	dual	plastid	plastid	non-organellar
TuG1812G0100003662	dual	plastid	mitochondrial	non-organellar	plastid
TuG1812G0100003661	dual	dual	plastid	plastid	non-organellar
TuG1812G0100003660	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100003659	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100003658	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
TuG1812G0400001489	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000125	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TuG1812G0100000124	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000123	plastid	plastid	plastid	plastid	N/A
TuG1812G0100000122	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000209	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
TuG1812G0100000208	plastid	non-organellar	plastid	plastid	non-organellar
TuG1812G0100000207	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TuG1812G0100000206	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
TuG1812G0100000205	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000204	dual	dual	plastid	plastid	N/A
TuG1812G0100000203	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TuG1812G0100000202	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000201	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000200	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
TuG1812G0100000199	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000198	dual	dual	mitochondrial	non-organellar	non-organellar
TuG1812G0100000197	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
TuG1812G0100000012	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
TuG1812G0100000219	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000218	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TuG1812G0100000217	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000216	plastid	non-organellar	plastid	non-organellar	N/A
TuG1812G0100000215	dual	dual	plastid	plastid	non-organellar
TuG1812G0100000214	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
TuG1812G0100000213	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000212	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
TuG1812G0100000211	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000210	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000286	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000287	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000288	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000289	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000290	dual	dual	mitochondrial	dual	mitochondrial
TuG1812G0100000291	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000292	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000293	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000294	plastid	plastid	plastid	plastid	N/A
TuG1812G0100000295	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
TuG1812G0100000296	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000297	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000298	plastid	plastid	non-organellar	non-organellar	non-organellar
TuG1812G0100000299	dual	dual	plastid	non-organellar	N/A
TuG1812G0100000300	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000301	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000302	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000303	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000304	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TuG1812G0100000305	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000306	plastid	non-organellar	plastid	non-organellar	non-organellar
TuG1812G0100000307	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000308	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
TuG1812G0100000284	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000285	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000006	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000005	plastid	non-organellar	plastid	non-organellar	non-organellar
TuG1812G0100000004	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TuG1812G0100000003	mitochondrial	non-organellar	non-organellar	mitochondrial	N/A
TuG1812G0100000002	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TuG1812G0100000001	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000052	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000051	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000053	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000054	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000055	plastid	non-organellar	plastid	non-organellar	non-organellar
TuG1812G0100000056	plastid	non-organellar	plastid	non-organellar	non-organellar
TuG1812G0100000057	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000058	dual	dual	mitochondrial	plastid	non-organellar
TuG1812G0100000059	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
TuG1812G0100000060	plastid	non-organellar	plastid	non-organellar	non-organellar
TuG1812G0100000061	plastid	plastid	non-organellar	non-organellar	non-organellar
TuG1812G0100000322	mitochondrial	mitochondrial	non-organellar	mitochondrial	non-organellar
TuG1812G0100000321	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000320	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000319	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
TuG1812G0100000318	plastid	non-organellar	plastid	non-organellar	non-organellar
TuG1812G0100000153	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000154	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
TuG1812G0100000155	mitochondrial	non-organellar	mitochondrial	mitochondrial	non-organellar
TuG1812G0100000156	mitochondrial	mitochondrial	non-organellar	mitochondrial	non-organellar
TuG1812G0100000157	plastid	non-organellar	non-organellar	plastid	non-organellar
TuG1812G0100000158	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TuG1812G0100000159	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000160	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000161	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0200000927	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0200000926	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0200000925	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0200000924	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0200000923	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
TuG1812G0100000309	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000041	dual	plastid	mitochondrial	plastid	non-organellar
TuG1812G0100000042	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000043	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000044	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TuG1812G0100000045	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000046	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000047	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000048	dual	dual	plastid	plastid	non-organellar
TuG1812G0100000049	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000050	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
TuG1812G0100000364	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000363	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000362	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100002852	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000361	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
TuG1812G0100000360	dual	mitochondrial	mitochondrial	mitochondrial	dual
TuG1812G0100000359	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000358	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000357	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000356	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000355	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000354	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000353	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000352	dual	dual	mitochondrial	non-organellar	plastid
TuG1812G0100000351	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000350	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TuG1812G0100000349	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000348	plastid	non-organellar	non-organellar	plastid	non-organellar
TuG1812G0100000347	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000376	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
TuG1812G0100000375	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000374	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000373	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000372	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000371	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000370	dual	dual	plastid	mitochondrial	plastid
TuG1812G0100000369	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000368	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000367	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000366	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000115	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000116	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
TuG1812G0100000387	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000386	dual	plastid	mitochondrial	plastid	N/A
TuG1812G0100000385	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000384	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000383	plastid	non-organellar	plastid	non-organellar	non-organellar
TuG1812G0100000382	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000381	plastid	non-organellar	plastid	non-organellar	non-organellar
TuG1812G0100000380	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TuG1812G0100000379	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000378	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000377	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000186	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000185	plastid	plastid	non-organellar	plastid	non-organellar
TuG1812G0100000497	dual	dual	mitochondrial	non-organellar	N/A
TuG1812G0100000394	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000086	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000085	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000084	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000083	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000082	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000081	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000283	plastid	non-organellar	plastid	non-organellar	plastid
TuG1812G0100000282	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TuG1812G0100000281	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000280	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000279	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000278	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000277	plastid	plastid	plastid	non-organellar	non-organellar
TuG1812G0100000276	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
TuG1812G0100000275	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000274	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000273	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TuG1812G0100000437	plastid	plastid	non-organellar	non-organellar	non-organellar
TuG1812G0100000436	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000435	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000434	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
TuG1812G0100000433	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000432	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000431	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TuG1812G0100000430	plastid	plastid	non-organellar	non-organellar	non-organellar
TuG1812G0100000429	plastid	non-organellar	plastid	non-organellar	non-organellar
TuG1812G0100000428	dual	dual	plastid	plastid	non-organellar
TuG1812G0100000427	dual	dual	non-organellar	mitochondrial	N/A
TuG1812G0100000426	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
TuG1812G0100000425	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
TuG1812G0100000424	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
