#Gene	Overall Prediction	TargetP	iPSORT	LOCALIZER	Predotar
TRIDC1BG001750	mitochondrial	mitochondrial	non-organellar	non-organellar	N/A
TRIDC1BG001760	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
TRIDC1BG001770	dual	dual	mitochondrial	plastid	N/A
TRIDC1BG001790	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG001800	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG001810	dual	dual	mitochondrial	plastid	N/A
TRIDC1BG001820	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG001830	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
TRIDC1BG001860	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG001890	dual	dual	plastid	plastid	N/A
TRIDC1BG001970	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG002040	mitochondrial	mitochondrial	mitochondrial	mitochondrial	N/A
TRIDC1BG002050	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG002120	dual	dual	mitochondrial	mitochondrial	N/A
TRIDC1BG002130	plastid	plastid	non-organellar	non-organellar	N/A
TRIDC1BG002150	plastid	non-organellar	plastid	non-organellar	non-organellar
TRIDC1BG002190	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
TRIDC1BG002200	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG002210	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG002220	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG002230	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG002280	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG002300	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG002310	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
TRIDC1BG002320	mitochondrial	mitochondrial	mitochondrial	mitochondrial	N/A
TRIDC1BG002350	plastid	non-organellar	plastid	non-organellar	N/A
TRIDC1BG002380	dual	dual	non-organellar	non-organellar	N/A
TRIDC1BG002390	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG002400	mitochondrial	mitochondrial	non-organellar	non-organellar	N/A
TRIDC1BG002430	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
TRIDC1BG002450	mitochondrial	mitochondrial	mitochondrial	non-organellar	N/A
TRIDC1BG002460	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG002500	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG002510	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG002530	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
TRIDC1BG002550	dual	dual	mitochondrial	mitochondrial	mitochondrial
TRIDC1BG002600	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG002660	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG002670	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG002680	dual	dual	plastid	non-organellar	N/A
TRIDC1BG002710	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG002730	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG002750	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG002760	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG002770	plastid	plastid	plastid	plastid	N/A
TRIDC1BG002780	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG002800	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG002810	dual	dual	non-organellar	mitochondrial	non-organellar
TRIDC1BG002820	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
TRIDC1BG002830	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG002840	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG002850	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG002880	dual	non-organellar	mitochondrial	plastid	N/A
TRIDC1BG002910	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG002930	dual	dual	plastid	mitochondrial	N/A
TRIDC1BG002940	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG002970	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG002980	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG003020	plastid	non-organellar	plastid	non-organellar	non-organellar
TRIDC1BG003070	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG003090	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG003130	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG003160	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG003200	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG003210	dual	dual	mitochondrial	mitochondrial	N/A
TRIDC1BG003240	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG003250	plastid	plastid	non-organellar	non-organellar	N/A
TRIDC1BG003270	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG003280	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG003320	dual	dual	mitochondrial	non-organellar	non-organellar
TRIDC1BG003360	dual	dual	mitochondrial	non-organellar	N/A
TRIDC1BG003370	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG003400	mitochondrial	mitochondrial	mitochondrial	mitochondrial	N/A
TRIDC1BG003410	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG003420	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG003430	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG003440	plastid	plastid	non-organellar	non-organellar	non-organellar
TRIDC1BG003480	plastid	plastid	non-organellar	non-organellar	non-organellar
TRIDC1BG003490	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG003500	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG003510	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG003520	plastid	non-organellar	plastid	non-organellar	non-organellar
TRIDC1BG003530	dual	mitochondrial	plastid	non-organellar	N/A
TRIDC1BG003560	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG003610	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG003630	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG003640	plastid	plastid	plastid	plastid	non-organellar
TRIDC1BG003670	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG003690	dual	plastid	mitochondrial	non-organellar	N/A
TRIDC1BG003710	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG003730	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG003740	dual	dual	mitochondrial	mitochondrial	N/A
TRIDC1BG003750	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG003790	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG003800	dual	dual	mitochondrial	non-organellar	N/A
TRIDC1BG003810	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG003820	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG003830	dual	dual	mitochondrial	mitochondrial	N/A
TRIDC1BG003840	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
TRIDC1BG003850	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
TRIDC1BG003860	mitochondrial	mitochondrial	non-organellar	non-organellar	N/A
TRIDC1BG003870	plastid	plastid	non-organellar	non-organellar	N/A
TRIDC1BG003880	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG003890	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG003910	mitochondrial	mitochondrial	mitochondrial	non-organellar	N/A
TRIDC1BG003920	plastid	non-organellar	non-organellar	plastid	non-organellar
TRIDC1BG003940	dual	dual	mitochondrial	non-organellar	N/A
TRIDC1BG003950	plastid	non-organellar	plastid	plastid	non-organellar
TRIDC1BG003960	dual	dual	plastid	plastid	N/A
TRIDC1BG003980	plastid	non-organellar	plastid	non-organellar	N/A
TRIDC1BG003990	plastid	non-organellar	plastid	non-organellar	non-organellar
TRIDC1BG004000	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG004010	mitochondrial	mitochondrial	non-organellar	non-organellar	N/A
TRIDC1BG004030	plastid	non-organellar	plastid	non-organellar	non-organellar
TRIDC1BG004060	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG004070	plastid	plastid	plastid	plastid	plastid
TRIDC1BG004110	plastid	non-organellar	plastid	non-organellar	N/A
TRIDC1BG004140	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG004200	mitochondrial	mitochondrial	mitochondrial	non-organellar	N/A
TRIDC1BG004230	mitochondrial	mitochondrial	mitochondrial	mitochondrial	N/A
TRIDC1BG004250	mitochondrial	mitochondrial	mitochondrial	mitochondrial	N/A
TRIDC1BG004300	plastid	plastid	plastid	plastid	N/A
TRIDC1BG004310	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG004320	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
TRIDC1BG004330	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
TRIDC1BG004340	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG004360	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG004370	dual	dual	non-organellar	non-organellar	non-organellar
TRIDC1BG004390	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
TRIDC1BG004400	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG004440	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG004450	plastid	plastid	plastid	non-organellar	N/A
TRIDC1BG004500	dual	dual	plastid	plastid	non-organellar
TRIDC1BG004510	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
TRIDC1BG004540	mitochondrial	mitochondrial	mitochondrial	non-organellar	N/A
TRIDC1BG004550	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG004560	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG004610	dual	mitochondrial	plastid	non-organellar	N/A
TRIDC1BG004620	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG004640	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG004650	plastid	non-organellar	non-organellar	plastid	non-organellar
TRIDC1BG004660	plastid	non-organellar	plastid	non-organellar	N/A
TRIDC1BG004680	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG004700	dual	dual	mitochondrial	non-organellar	N/A
TRIDC1BG004740	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG004760	dual	plastid	non-organellar	mitochondrial	non-organellar
TRIDC1BG004790	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
TRIDC1BG004800	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG004820	dual	mitochondrial	plastid	non-organellar	non-organellar
TRIDC1BG004830	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
TRIDC1BG004840	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG004850	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG004860	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG004870	dual	dual	plastid	non-organellar	N/A
TRIDC1BG004900	dual	dual	plastid	plastid	N/A
TRIDC1BG004920	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
TRIDC1BG004930	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG004960	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG005000	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG005020	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
TRIDC1BG005030	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG005040	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
TRIDC1BG005060	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG005070	mitochondrial	mitochondrial	mitochondrial	non-organellar	N/A
TRIDC1BG005100	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG005130	dual	dual	non-organellar	non-organellar	N/A
TRIDC1BG005200	mitochondrial	mitochondrial	non-organellar	non-organellar	N/A
TRIDC1BG005210	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
TRIDC1BG005230	plastid	non-organellar	plastid	non-organellar	non-organellar
TRIDC1BG005240	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
TRIDC1BG005250	dual	dual	plastid	plastid	N/A
TRIDC1BG005280	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG005310	plastid	non-organellar	plastid	non-organellar	non-organellar
TRIDC1BG005330	plastid	plastid	plastid	plastid	N/A
TRIDC1BG005340	dual	dual	mitochondrial	plastid	non-organellar
TRIDC1BG005370	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG005380	plastid	plastid	non-organellar	non-organellar	N/A
TRIDC1BG005390	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG005410	dual	dual	mitochondrial	non-organellar	N/A
TRIDC1BG005460	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG005480	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
TRIDC1BG005490	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG005500	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG005510	dual	dual	mitochondrial	dual	N/A
TRIDC1BG005530	dual	dual	mitochondrial	mitochondrial	N/A
TRIDC1BG005540	mitochondrial	non-organellar	non-organellar	mitochondrial	N/A
TRIDC1BG005560	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG005570	plastid	non-organellar	plastid	non-organellar	N/A
TRIDC1BG005620	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG005630	dual	dual	mitochondrial	dual	N/A
TRIDC1BG005640	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
TRIDC1BG005670	mitochondrial	mitochondrial	non-organellar	non-organellar	N/A
TRIDC1BG005700	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
TRIDC1BG005710	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
TRIDC1BG005720	dual	dual	mitochondrial	plastid	N/A
TRIDC1BG005730	plastid	non-organellar	plastid	non-organellar	N/A
TRIDC1BG005750	dual	dual	plastid	mitochondrial	N/A
TRIDC1BG005770	plastid	non-organellar	plastid	non-organellar	N/A
TRIDC1BG005780	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG005800	dual	dual	plastid	non-organellar	non-organellar
TRIDC1BG005810	dual	dual	plastid	non-organellar	N/A
TRIDC1BG005820	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG005850	plastid	plastid	non-organellar	non-organellar	N/A
TRIDC1BG005870	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG005880	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG005900	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG005930	dual	dual	mitochondrial	mitochondrial	N/A
TRIDC1BG005940	mitochondrial	non-organellar	mitochondrial	mitochondrial	N/A
TRIDC1BG005970	dual	dual	mitochondrial	dual	mitochondrial
TRIDC1BG006000	dual	dual	mitochondrial	non-organellar	N/A
TRIDC1BG006010	mitochondrial	mitochondrial	mitochondrial	mitochondrial	N/A
TRIDC1BG006020	dual	dual	plastid	plastid	N/A
TRIDC1BG006030	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG006040	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG006080	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG006110	dual	dual	mitochondrial	non-organellar	non-organellar
TRIDC1BG006130	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
TRIDC1BG006140	plastid	non-organellar	plastid	non-organellar	non-organellar
TRIDC1BG006150	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG006170	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
TRIDC1BG006180	plastid	non-organellar	plastid	non-organellar	non-organellar
TRIDC1BG006200	plastid	non-organellar	plastid	non-organellar	N/A
TRIDC1BG006210	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG006260	dual	dual	plastid	plastid	N/A
TRIDC1BG006270	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
TRIDC1BG006290	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG006300	plastid	non-organellar	plastid	non-organellar	non-organellar
TRIDC1BG006310	plastid	plastid	plastid	non-organellar	N/A
TRIDC1BG006340	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG006350	plastid	non-organellar	plastid	non-organellar	plastid
TRIDC1BG006370	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
TRIDC1BG006380	dual	plastid	mitochondrial	plastid	plastid
TRIDC1BG006400	dual	dual	mitochondrial	mitochondrial	N/A
TRIDC1BG006410	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG006430	plastid	non-organellar	non-organellar	plastid	non-organellar
TRIDC1BG006440	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG006500	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
TRIDC1BG006560	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG006590	mitochondrial	mitochondrial	mitochondrial	non-organellar	N/A
TRIDC1BG006600	mitochondrial	mitochondrial	mitochondrial	non-organellar	N/A
TRIDC1BG006630	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG006650	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG006660	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG006680	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG006700	dual	dual	plastid	plastid	N/A
TRIDC1BG006730	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG006750	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG006760	dual	non-organellar	mitochondrial	plastid	N/A
TRIDC1BG006770	dual	dual	plastid	plastid	plastid
TRIDC1BG006810	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
TRIDC1BG006830	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
TRIDC1BG006840	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG006860	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG006870	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG006880	dual	plastid	mitochondrial	non-organellar	N/A
TRIDC1BG006890	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG006910	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG006930	dual	dual	non-organellar	non-organellar	N/A
TRIDC1BG006940	dual	dual	mitochondrial	plastid	N/A
TRIDC1BG006950	plastid	plastid	non-organellar	non-organellar	N/A
TRIDC1BG006960	plastid	plastid	non-organellar	plastid	N/A
TRIDC1BG006970	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
TRIDC1BG007000	mitochondrial	mitochondrial	non-organellar	non-organellar	N/A
TRIDC1BG007010	non-organellar	non-organellar	non-organellar	non-organellar	N/A
TRIDC1BG007020	plastid	plastid	plastid	plastid	non-organellar
TRIDC1BG007030	dual	dual	non-organellar	non-organellar	N/A
TRIDC1BG007070	mitochondrial	mitochondrial	mitochondrial	mitochondrial	N/A
TRIDC1BG007110	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
