Not-organelle-targeted	Organelle-targeted	Organelle-targeted_Interacting	Organelle-targeted_Non-interacting	Enzyme_Complexes	Mitochondria-targeted	Plastid-targeted	Mitochondria-targeted_Interacting	Mitochondria-targeted_Non-interacting	Mitochondria_Enzyme_Complexes	Plastid-targeted_Interacting	Plastid-targeted_Non-interacting	Plastid_Enzyme_Complexes	mt-DNA_RRR	mt-Mito_TAT	mt-Mitoribosome	mt-Mitoribosome;Large_Subunit	mt-Mitoribosome;Small_Subunit	mt-OXPHOS	mt-OXPHOS;Complex_I	mt-OXPHOS;Complex_III	mt-OXPHOS;Complex_IV	mt-OXPHOS;Complex_V	mt-PPR	mt-Transcription_and_Transcript_Maturation	mt-Transcription_and_Transcript_Maturation;Intron_Splicing	mt-Transcription_and_Transcript_Maturation;RNA_Polymerase	mt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	mt-Transcription_and_Transcript_Maturation;mTERF	mt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	mt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	mt-tRNA_Aminoacylation	pt-ACCase	pt-CLP	pt-Chlororibosome	pt-Chlororibosome;Large_Subunit	pt-Chlororibosome;Small_Subunit	pt-DNA_RRR	pt-PPR	pt-Photosynthesis	pt-Photosynthesis;ATP_Synthase	pt-Photosynthesis;Cytochrome_b6f	pt-Photosynthesis;NDH	pt-Photosynthesis;PSI	pt-Photosynthesis;PSII	pt-Photosynthesis;Rubisco	pt-Transcription_and_Transcript_Maturation	pt-Transcription_and_Transcript_Maturation;Intron_Splicing	pt-Transcription_and_Transcript_Maturation;RNA_Polymerase	pt-Transcription_and_Transcript_Maturation;Sigma_Factor	pt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	pt-Transcription_and_Transcript_Maturation;mTERF	pt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	pt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	pt-tRNA_Aminoacylation
TuG1812G0100001340	TuG1812G0100000419	TuG1812G0100001097	TuG1812G0100000448	TuG1812G0300001670	TuG1812G0100000618	TuG1812G0100000491	TuG1812G0100002767	TuG1812G0100000499	TuG1812G0300001670	TuG1812G0100002055	TuG1812G0100000499	TuG1812G0400002678	TuG1812G0300004257		TuG1812G0300001670	TuG1812G0700005601	TuG1812G0400002961	TuG1812G0200001132	TuG1812G0300003334				TuG1812G0100001784	TuG1812G0400001761							TuG1812G0200003246		TuG1812G0400002678	TuG1812G0400002869	TuG1812G0400002359		TuG1812G0500004847	TuG1812G0200002448	TuG1812G0200001267			TuG1812G0600003340	TuG1812G0500004991	TuG1812G0500003483		TuG1812G0200006319							TuG1812G0700002471	TuG1812G0200005755	
TuG1812G0100001341	TuG1812G0100000417	TuG1812G0100001112	TuG1812G0100000491	TuG1812G0700005601	TuG1812G0100000491	TuG1812G0100000499	TuG1812G0100001202	TuG1812G0100000555	TuG1812G0700005601	TuG1812G0100001968	TuG1812G0100000555	TuG1812G0500001238	TuG1812G0400002758		TuG1812G0700005601	TuG1812G0100004035	TuG1812G0300001720	TuG1812G0200003302	TuG1812G0400003136				TuG1812G0100002956	TuG1812G0400000778							TuG1812G0200005755		TuG1812G0500001238	TuG1812G0400002168	TuG1812G0500003155		TuG1812G0600003047	TuG1812G0200002284	TuG1812G0200002046			TuG1812G0700001122	TuG1812G0600001846	TuG1812G0500003796		TuG1812G0300005094								TuG1812G0300000265	
TuG1812G0100001342	TuG1812G0100000618	TuG1812G0100001117	TuG1812G0100000499	TuG1812G0100004035	TuG1812G0100000499	TuG1812G0100000555	TuG1812G0100001242	TuG1812G0100000541	TuG1812G0100004035	TuG1812G0100001714	TuG1812G0100000562	TuG1812G0600002081	TuG1812G0400001728		TuG1812G0100004035	TuG1812G0200001270	TuG1812G0300001959	TuG1812G0200001447	TuG1812G0400002212				TuG1812G0100001849	TuG1812G0500001965							TuG1812G0300000265		TuG1812G0600002081	TuG1812G0400002521	TuG1812G0400003503		TuG1812G0700001103	TuG1812G0200006153	TuG1812G0200001426				TuG1812G0600003429	TuG1812G0600000956		TuG1812G0300001711								TuG1812G0300000743	
TuG1812G0100001343	TuG1812G0100000448	TuG1812G0100001031	TuG1812G0100000555	TuG1812G0100003908	TuG1812G0100000555	TuG1812G0100000562	TuG1812G0100003146	TuG1812G0100000562	TuG1812G0100003908	TuG1812G0100001898	TuG1812G0100001767	TuG1812G0700000820	TuG1812G0400000760		TuG1812G0100003908	TuG1812G0200001361	TuG1812G0300001817	TuG1812G0200001500	TuG1812G0400002292				TuG1812G0100002091	TuG1812G0500001333							TuG1812G0300000743		TuG1812G0700000820	TuG1812G0400002359	TuG1812G0500002044		TuG1812G0700002250	TuG1812G0200002499	TuG1812G0200001863				TuG1812G0700002426	TuG1812G0600000960		TuG1812G0300002390								TuG1812G0300001440	
TuG1812G0100000528	TuG1812G0100000491	TuG1812G0100001268	TuG1812G0100000541	TuG1812G0100004275	TuG1812G0100000576	TuG1812G0100000713	TuG1812G0100001442	TuG1812G0100001767	TuG1812G0100004275	TuG1812G0100001849	TuG1812G0100000745	TuG1812G0100000031	TuG1812G0600001387		TuG1812G0100004275	TuG1812G0300000449	TuG1812G0300002021	TuG1812G0700005834	TuG1812G0500001618				TuG1812G0100001906	TuG1812G0500001230							TuG1812G0300001440			TuG1812G0500003155	TuG1812G0500004853		TuG1812G0700002829	TuG1812G0200002446	TuG1812G0200002199					TuG1812G0600000962		TuG1812G0300002583								TuG1812G0300000994	
TuG1812G0100000527	TuG1812G0100000499	TuG1812G0100002767	TuG1812G0100000562	TuG1812G0200000708	TuG1812G0100000541	TuG1812G0100001767	TuG1812G0100002979	TuG1812G0100000745	TuG1812G0200000708	TuG1812G0100002071	TuG1812G0700003465	TuG1812G0100002828	TuG1812G0500004847		TuG1812G0200000708	TuG1812G0300003647	TuG1812G0300003138	TuG1812G0200002783	TuG1812G0500004301				TuG1812G0500001876	TuG1812G0500004483							TuG1812G0300000994			TuG1812G0400001578	TuG1812G0500005243		TuG1812G0700003070	TuG1812G0200002441	TuG1812G0200002765					TuG1812G0600004012		TuG1812G0500001966								TuG1812G0300001904	
TuG1812G0100000525	TuG1812G0100000555	TuG1812G0100001202	TuG1812G0100001767	TuG1812G0200001270	TuG1812G0100000562	TuG1812G0100000745	TuG1812G0100002087	TuG1812G0200001399	TuG1812G0200001270	TuG1812G0100004087	TuG1812G0200001399	TuG1812G0300003718	TuG1812G0600003047		TuG1812G0200001270	TuG1812G0300001845	TuG1812G0300003240	TuG1812G0200002396	TuG1812G0500002884				TuG1812G0700004384	TuG1812G0500001334							TuG1812G0300001904			TuG1812G0400003765	TuG1812G0600001071			TuG1812G0200002768	TuG1812G0200002628					TuG1812G0700002531		TuG1812G0300002397								TuG1812G0300003224	
TuG1812G0100000524	TuG1812G0100000576	TuG1812G0100001242	TuG1812G0100000745	TuG1812G0200001787	TuG1812G0100000713	TuG1812G0700003465	TuG1812G0100001934	TuG1812G0400003383	TuG1812G0200001787	TuG1812G0100002344	TuG1812G0400003383	TuG1812G0200006337	TuG1812G0700001103		TuG1812G0200001787	TuG1812G0300001665	TuG1812G0300003965	TuG1812G0200001532	TuG1812G0500005098				TuG1812G0100002537	TuG1812G0600002505							TuG1812G0300003224			TuG1812G0400003503	TuG1812G0500005259			TuG1812G0200002996	TuG1812G0200002264					TuG1812G0700003332		TuG1812G0300001159								TuG1812G0400000528	
TuG1812G0100000523	TuG1812G0100000541	TuG1812G0100003146	TuG1812G0700003465	TuG1812G0200001361	TuG1812G0100001767	TuG1812G0200001399	TuG1812G0100002055	TuG1812G0400003385	TuG1812G0200001361	TuG1812G0100002375	TuG1812G0400003385	TuG1812G0300002842	TuG1812G0700002250		TuG1812G0200001361	TuG1812G0400001231	TuG1812G0400003918	TuG1812G0200003203	TuG1812G0600000792				TuG1812G0100002643	TuG1812G0600002994							TuG1812G0400000528			TuG1812G0400000368	TuG1812G0600002120			TuG1812G0200004547	TuG1812G0200002757							TuG1812G0400003093								TuG1812G0400002901	
TuG1812G0100000522	TuG1812G0100000562	TuG1812G0100001568	TuG1812G0200001399	TuG1812G0200001706	TuG1812G0100000745	TuG1812G0400003383	TuG1812G0100002871	TuG1812G0100000771	TuG1812G0200001706	TuG1812G0100001451	TuG1812G0100000771	TuG1812G0300003182	TuG1812G0700002829		TuG1812G0200001706	TuG1812G0300003453	TuG1812G0400003723	TuG1812G0200003247	TuG1812G0600004167				TuG1812G0100004769	TuG1812G0700002584							TuG1812G0400002901			TuG1812G0500002044	TuG1812G0600002707			TuG1812G0200004451	TuG1812G0200002738							TuG1812G0400003003								TuG1812G0400001513	
TuG1812G0100000013	TuG1812G0100000713	TuG1812G0100001442	TuG1812G0400003383	TuG1812G0200003191	TuG1812G0200001399	TuG1812G0400003385	TuG1812G0100001586	TuG1812G0100000821	TuG1812G0200003191	TuG1812G0100002617	TuG1812G0100000821	TuG1812G0300003143	TuG1812G0700003070		TuG1812G0200003191	TuG1812G0300003642	TuG1812G0400001219	TuG1812G0200003488	TuG1812G0600002223				TuG1812G0100002897	TuG1812G0700002636							TuG1812G0400001513			TuG1812G0500004853	TuG1812G0600002921			TuG1812G0200004449	TuG1812G0200001584							TuG1812G0400002489								TuG1812G0400000512	
TuG1812G0100000014	TuG1812G0100001767	TuG1812G0100002979	TuG1812G0400003385	TuG1812G0200005859	TuG1812G0400003383	TuG1812G0100000771	TuG1812G0300002876	TuG1812G0100000823	TuG1812G0200005859	TuG1812G0100002733	TuG1812G0100000823	TuG1812G0300002714			TuG1812G0200005859	TuG1812G0300003714	TuG1812G0200002466	TuG1812G0500004282	TuG1812G0600002182				TuG1812G0100004502								TuG1812G0400000512			TuG1812G0500005243	TuG1812G0600003420			TuG1812G0200004342	TuG1812G0200003755							TuG1812G0400001753								TuG1812G0500001590	
TuG1812G0100000015	TuG1812G0100000745	TuG1812G0100002087	TuG1812G0100000771	TuG1812G0200004818	TuG1812G0400003385	TuG1812G0100000821	TuG1812G0100001789	TuG1812G0100000826	TuG1812G0200004818	TuG1812G0100002594	TuG1812G0100000826	TuG1812G0300004963			TuG1812G0200004818	TuG1812G0300003715	TuG1812G0400000758	TuG1812G0200004886	TuG1812G0600003090				TuG1812G0100003020								TuG1812G0500001590			TuG1812G0600001071	TuG1812G0700002833			TuG1812G0200005099	TuG1812G0200004381							TuG1812G0400001808								TuG1812G0500001384	
TuG1812G0100000016	TuG1812G0700003465	TuG1812G0100001934	TuG1812G0100000821	TuG1812G0200002460	TuG1812G0100000771	TuG1812G0100000823	TuG1812G0100001785	TuG1812G0100000786	TuG1812G0200002460	TuG1812G0200004106	TuG1812G0100000786	TuG1812G0400003966			TuG1812G0200002460	TuG1812G0300003708	TuG1812G0400000539	TuG1812G0200006171	TuG1812G0700001109				TuG1812G0100002412								TuG1812G0500001384			TuG1812G0500005259	TuG1812G0700004829			TuG1812G0300001078	TuG1812G0200002461							TuG1812G0400001761								TuG1812G0500003988	
TuG1812G0100000017	TuG1812G0200001399	TuG1812G0100002055	TuG1812G0100000823	TuG1812G0300000449	TuG1812G0100000821	TuG1812G0100000826	TuG1812G0100001784	TuG1812G0100000889	TuG1812G0300000449	TuG1812G0100002828	TuG1812G0100000889	TuG1812G0400002869			TuG1812G0300000449	TuG1812G0300003649	TuG1812G0400000449	TuG1812G0300004907	TuG1812G0700002992				TuG1812G0100002365								TuG1812G0500003988			TuG1812G0600001722				TuG1812G0300001408	TuG1812G0300000544							TuG1812G0400000391								TuG1812G0600000729	
TuG1812G0100000187	TuG1812G0400003383	TuG1812G0100001968	TuG1812G0100000826	TuG1812G0300003647	TuG1812G0100000823	TuG1812G0100000729	TuG1812G0100002956	TuG1812G0100000891	TuG1812G0300003647	TuG1812G0100002897	TuG1812G0100000891	TuG1812G0400002168			TuG1812G0300003647	TuG1812G0300004333	TuG1812G0500003168	TuG1812G0300002330					TuG1812G0100003390								TuG1812G0600000729			TuG1812G0600002120				TuG1812G0300001406	TuG1812G0300004759							TuG1812G0500001965								TuG1812G0600001046	
TuG1812G0100000189	TuG1812G0400003385	TuG1812G0100002871	TuG1812G0100000786	TuG1812G0400002961	TuG1812G0100000826	TuG1812G0100000786	TuG1812G0100001714	TuG1812G0100000893	TuG1812G0400002961	TuG1812G0100004791	TuG1812G0100000893	TuG1812G0400002521			TuG1812G0400002961	TuG1812G0300004334	TuG1812G0500000394	TuG1812G0300003102					TuG1812G0400002739								TuG1812G0600001046			TuG1812G0600002707				TuG1812G0300001761	TuG1812G0400002439							TuG1812G0500001333								TuG1812G0600002662	
TuG1812G0100000190	TuG1812G0100000771	TuG1812G0100001586	TuG1812G0100000889	TuG1812G0300001845	TuG1812G0100000840	TuG1812G0100000889	TuG1812G0100001870	TuG1812G0400002392	TuG1812G0300001845	TuG1812G0100004307	TuG1812G0400002392	TuG1812G0400002359			TuG1812G0300001845	TuG1812G0400000980	TuG1812G0500001555	TuG1812G0300003415					TuG1812G0100004080								TuG1812G0600002662			TuG1812G0600002921				TuG1812G0300001585	TuG1812G0300003586							TuG1812G0500001230								TuG1812G0500003878	
TuG1812G0100000191	TuG1812G0100000821	TuG1812G0300002876	TuG1812G0100000891	TuG1812G0300001720	TuG1812G0100000786	TuG1812G0100000891	TuG1812G0100001869	TuG1812G0100000938	TuG1812G0300001720	TuG1812G0100004621	TuG1812G0100000938	TuG1812G0500003155			TuG1812G0300001720	TuG1812G0400000341	TuG1812G0500004845	TuG1812G0300003334					TuG1812G0200000971								TuG1812G0500003878			TuG1812G0600003420				TuG1812G0300002349	TuG1812G0400000795							TuG1812G0500002906								TuG1812G0600003613	
TuG1812G0100000010	TuG1812G0100000823	TuG1812G0100001789	TuG1812G0100000893	TuG1812G0300001665	TuG1812G0100000889	TuG1812G0100000893	TuG1812G0100001849	TuG1812G0100001356	TuG1812G0300001665	TuG1812G0200005784	TuG1812G0100001356	TuG1812G0400001578			TuG1812G0300001665	TuG1812G0500000533	TuG1812G0500002682	TuG1812G0400003136					TuG1812G0200001178								TuG1812G0600003613			TuG1812G0700000189				TuG1812G0300002899	TuG1812G0400001043							TuG1812G0500004469								TuG1812G0600003113	
TuG1812G0100000009	TuG1812G0100000826	TuG1812G0100001785	TuG1812G0400002392	TuG1812G0300001959	TuG1812G0100000891	TuG1812G0100004699	TuG1812G0100002091	TuG1812G0100003764	TuG1812G0300001959	TuG1812G0200000676	TuG1812G0100003764	TuG1812G0400003765			TuG1812G0300001959	TuG1812G0500005482	TuG1812G0500005235	TuG1812G0400002212					TuG1812G0200001121								TuG1812G0600003113			TuG1812G0700002833				TuG1812G0300003155	TuG1812G0400000874							TuG1812G0500001334								TuG1812G0700000097	
TuG1812G0100000008	TuG1812G0100000840	TuG1812G0100001784	TuG1812G0100000938	TuG1812G0300001817	TuG1812G0100000893	TuG1812G0400002392	TuG1812G0100000508	TuG1812G0100001354	TuG1812G0300001817	TuG1812G0200000675	TuG1812G0100001354	TuG1812G0400003503			TuG1812G0300001817	TuG1812G0500001788	TuG1812G0600000755	TuG1812G0400002892					TuG1812G0200001510								TuG1812G0700000097			TuG1812G0700004829				TuG1812G0300003666	TuG1812G0500002440							TuG1812G0600002106								TuG1812G0700000093	
TuG1812G0100000007	TuG1812G0100000729	TuG1812G0100002956	TuG1812G0100001356	TuG1812G0400001231	TuG1812G0100004700	TuG1812G0100000938	TuG1812G0100001906	TuG1812G0100001270	TuG1812G0400001231	TuG1812G0200000674	TuG1812G0100001270	TuG1812G0400000368			TuG1812G0400001231	TuG1812G0500003073	TuG1812G0600002024	TuG1812G0400002292					TuG1812G0200003252								TuG1812G0700000093							TuG1812G0300001105	TuG1812G0500002642							TuG1812G0600002300								TuG1812G0700000005	
TuG1812G0100000020	TuG1812G0100000786	TuG1812G0100001714	TuG1812G0100003764	TuG1812G0300002021	TuG1812G0100000924	TuG1812G0100001356	TuG1812G0500001876	TuG1812G0100001051	TuG1812G0300002021	TuG1812G0200000673	TuG1812G0100001192	TuG1812G0500002044			TuG1812G0300002021	TuG1812G0500003868	TuG1812G0600001683	TuG1812G0500001011					TuG1812G0200001685								TuG1812G0700000005							TuG1812G0300002763	TuG1812G0500001538							TuG1812G0600003160								TuG1812G0700000027	
