#Gene	Overall Prediction	TargetP	iPSORT	LOCALIZER	Predotar
HORVU0Hr1G022690	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
HORVU0Hr1G032280	dual	dual	mitochondrial	plastid	N/A
HORVU0Hr1G026130	plastid	plastid	non-organellar	non-organellar	non-organellar
HORVU0Hr1G022160	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G039000	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G016660	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G026940	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
HORVU0Hr1G002960	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
HORVU0Hr1G004130	plastid	plastid	plastid	plastid	N/A
HORVU0Hr1G019710	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G029910	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G016000	plastid	plastid	non-organellar	non-organellar	N/A
HORVU0Hr1G039080	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
HORVU0Hr1G040330	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G031350	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G014510	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G011280	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G012860	dual	dual	mitochondrial	plastid	non-organellar
HORVU0Hr1G020260	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G032510	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G020750	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
HORVU0Hr1G007360	dual	mitochondrial	plastid	plastid	non-organellar
HORVU0Hr1G017560	plastid	plastid	plastid	non-organellar	N/A
HORVU0Hr1G005820	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G031470	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G020270	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G017000	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G023180	dual	mitochondrial	mitochondrial	plastid	N/A
HORVU0Hr1G029600	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G039590	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G003280	mitochondrial	mitochondrial	non-organellar	non-organellar	N/A
HORVU0Hr1G003880	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
HORVU0Hr1G026390	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G001440	dual	dual	non-organellar	non-organellar	N/A
HORVU0Hr1G024740	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
HORVU0Hr1G023300	dual	dual	plastid	plastid	N/A
HORVU0Hr1G003980	mitochondrial	mitochondrial	non-organellar	mitochondrial	non-organellar
HORVU0Hr1G039170	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G038190	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G027540	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G007690	plastid	plastid	non-organellar	non-organellar	N/A
HORVU0Hr1G020840	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G013310	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
HORVU0Hr1G012510	plastid	non-organellar	plastid	non-organellar	N/A
HORVU0Hr1G015650	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G014980	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
HORVU0Hr1G032400	dual	plastid	mitochondrial	plastid	N/A
HORVU0Hr1G038120	dual	dual	mitochondrial	mitochondrial	N/A
HORVU0Hr1G032110	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G039270	mitochondrial	mitochondrial	non-organellar	mitochondrial	N/A
HORVU0Hr1G039110	plastid	non-organellar	plastid	non-organellar	N/A
HORVU0Hr1G038470	dual	dual	plastid	non-organellar	non-organellar
HORVU0Hr1G039090	plastid	plastid	plastid	plastid	plastid
HORVU0Hr1G001690	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
HORVU0Hr1G015770	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G008690	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G023280	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G021450	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G021240	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G025820	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G017350	dual	dual	mitochondrial	plastid	N/A
HORVU0Hr1G004700	dual	mitochondrial	plastid	plastid	N/A
HORVU0Hr1G032960	dual	dual	mitochondrial	mitochondrial	mitochondrial
HORVU0Hr1G030390	plastid	non-organellar	plastid	non-organellar	non-organellar
HORVU0Hr1G030360	mitochondrial	mitochondrial	mitochondrial	non-organellar	mitochondrial
HORVU0Hr1G013680	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G011010	plastid	plastid	non-organellar	non-organellar	N/A
HORVU0Hr1G032230	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G008030	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G038670	dual	dual	mitochondrial	non-organellar	N/A
HORVU0Hr1G008780	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
HORVU0Hr1G020360	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G013040	mitochondrial	mitochondrial	mitochondrial	mitochondrial	N/A
HORVU0Hr1G038830	plastid	plastid	plastid	plastid	plastid
HORVU0Hr1G035650	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G028470	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G006810	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G035780	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G020730	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
HORVU0Hr1G024050	dual	dual	mitochondrial	plastid	non-organellar
HORVU0Hr1G007320	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G010190	plastid	non-organellar	plastid	non-organellar	N/A
HORVU0Hr1G035930	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G017020	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G022780	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G001230	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G020450	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G015780	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G021610	mitochondrial	mitochondrial	non-organellar	non-organellar	N/A
HORVU0Hr1G009380	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G039790	plastid	non-organellar	non-organellar	plastid	non-organellar
HORVU0Hr1G038450	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G015820	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G022270	dual	dual	mitochondrial	plastid	N/A
HORVU0Hr1G019020	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G005060	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G039260	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G017960	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G032490	plastid	plastid	non-organellar	non-organellar	N/A
HORVU0Hr1G005320	mitochondrial	mitochondrial	mitochondrial	non-organellar	N/A
HORVU0Hr1G015980	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
HORVU0Hr1G031630	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G009910	dual	dual	plastid	plastid	dual
HORVU0Hr1G015750	plastid	non-organellar	plastid	non-organellar	non-organellar
HORVU0Hr1G000100	mitochondrial	mitochondrial	non-organellar	non-organellar	N/A
HORVU0Hr1G020710	plastid	plastid	plastid	plastid	N/A
HORVU0Hr1G017060	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G023720	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
HORVU0Hr1G017610	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G008590	dual	plastid	mitochondrial	non-organellar	N/A
HORVU0Hr1G032970	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G023360	plastid	plastid	non-organellar	plastid	plastid
HORVU0Hr1G032340	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G021520	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
HORVU0Hr1G004970	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G026800	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G038460	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G017140	plastid	plastid	plastid	plastid	N/A
HORVU0Hr1G016650	mitochondrial	mitochondrial	non-organellar	non-organellar	N/A
HORVU0Hr1G016880	dual	dual	non-organellar	non-organellar	N/A
HORVU0Hr1G019750	dual	dual	mitochondrial	mitochondrial	mitochondrial
HORVU0Hr1G012520	dual	mitochondrial	plastid	non-organellar	non-organellar
HORVU0Hr1G008650	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G023910	dual	dual	mitochondrial	mitochondrial	mitochondrial
HORVU0Hr1G033860	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
HORVU0Hr1G016840	dual	dual	mitochondrial	mitochondrial	N/A
HORVU0Hr1G033600	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G009150	mitochondrial	mitochondrial	mitochondrial	non-organellar	N/A
HORVU0Hr1G019760	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G037830	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G039620	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G023660	dual	dual	mitochondrial	non-organellar	N/A
HORVU0Hr1G020490	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G015990	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G021690	plastid	non-organellar	plastid	non-organellar	non-organellar
HORVU0Hr1G029140	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G020220	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G001960	plastid	plastid	non-organellar	non-organellar	non-organellar
HORVU0Hr1G016700	dual	dual	plastid	plastid	N/A
HORVU0Hr1G008880	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G040200	dual	non-organellar	mitochondrial	plastid	N/A
HORVU0Hr1G021810	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G029960	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G036300	dual	dual	plastid	non-organellar	N/A
HORVU0Hr1G026710	dual	dual	non-organellar	plastid	non-organellar
HORVU0Hr1G025410	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G002840	dual	dual	plastid	plastid	N/A
HORVU0Hr1G040320	dual	dual	plastid	plastid	N/A
HORVU0Hr1G022810	dual	dual	mitochondrial	mitochondrial	N/A
HORVU0Hr1G016380	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
HORVU0Hr1G032800	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G000960	dual	dual	plastid	plastid	plastid
HORVU0Hr1G017670	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G040210	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G032410	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G038960	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G006520	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
HORVU0Hr1G039840	dual	dual	plastid	plastid	N/A
HORVU0Hr1G027980	plastid	non-organellar	plastid	non-organellar	non-organellar
HORVU0Hr1G017220	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
HORVU0Hr1G022050	mitochondrial	mitochondrial	mitochondrial	non-organellar	N/A
HORVU0Hr1G014000	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G019650	dual	dual	mitochondrial	mitochondrial	non-organellar
HORVU0Hr1G020780	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G032870	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G039910	dual	dual	mitochondrial	dual	non-organellar
HORVU0Hr1G017080	plastid	plastid	plastid	plastid	N/A
HORVU0Hr1G016510	dual	dual	plastid	plastid	N/A
HORVU0Hr1G018890	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
HORVU0Hr1G023640	plastid	non-organellar	plastid	non-organellar	non-organellar
HORVU0Hr1G034330	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G018590	dual	mitochondrial	plastid	plastid	non-organellar
HORVU0Hr1G022000	plastid	non-organellar	plastid	non-organellar	plastid
HORVU0Hr1G017680	plastid	plastid	plastid	non-organellar	N/A
HORVU0Hr1G034730	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G012710	dual	plastid	mitochondrial	non-organellar	non-organellar
HORVU0Hr1G025700	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G036760	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G033280	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G015890	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G031710	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G030830	plastid	plastid	plastid	plastid	N/A
HORVU0Hr1G024830	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G023930	dual	mitochondrial	plastid	non-organellar	N/A
HORVU0Hr1G016690	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G001780	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G010590	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G010710	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G022580	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G038770	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G029670	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
HORVU0Hr1G002480	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G008860	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
HORVU0Hr1G026330	dual	mitochondrial	plastid	plastid	N/A
HORVU0Hr1G033330	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G004140	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
HORVU0Hr1G018450	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
HORVU0Hr1G003040	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G015450	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G016050	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G004690	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
HORVU0Hr1G008620	mitochondrial	mitochondrial	mitochondrial	non-organellar	N/A
HORVU0Hr1G036590	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G016590	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G034970	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G021060	plastid	plastid	plastid	plastid	non-organellar
HORVU0Hr1G007130	dual	dual	mitochondrial	plastid	non-organellar
HORVU0Hr1G021940	plastid	plastid	non-organellar	non-organellar	non-organellar
HORVU0Hr1G039920	dual	dual	non-organellar	mitochondrial	N/A
HORVU0Hr1G036530	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G008700	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G031970	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G018320	plastid	non-organellar	non-organellar	plastid	non-organellar
HORVU0Hr1G040120	mitochondrial	mitochondrial	non-organellar	mitochondrial	N/A
HORVU0Hr1G001420	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G016150	mitochondrial	mitochondrial	mitochondrial	non-organellar	N/A
HORVU0Hr1G031170	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
HORVU0Hr1G021820	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G022680	dual	dual	plastid	dual	N/A
HORVU0Hr1G018800	non-organellar	non-organellar	non-organellar	non-organellar	N/A
HORVU0Hr1G039070	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
HORVU0Hr1G003770	mitochondrial	mitochondrial	non-organellar	mitochondrial	N/A
